Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_090850.1	LdBPK_090850.1.1	kinetoplast-associated protein-like protein	N/A	39	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3873	None	No	N/A	kinetoplast-associated protein-like protein
LdBPK_090930.1	LdBPK_090930.1.1	histone h1-like protein	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1473	None	No	N/A	histone h1-like protein
LdBPK_090940.1	LdBPK_090940.1.1	phospholipid transporting ATPase-like protein, putative	N/A	87	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	7587	None	No	N/A	phospholipid transporting ATPase-like protein, putative
LdBPK_091040.1	LdBPK_091040.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2994	None	No	N/A	hypothetical protein, conserved
LdBPK_091050.1	LdBPK_091050.1.1	N-terminal region of Chorein, a TM vesicle-mediated sorter, putative	N/A	38	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	16086	None	No	N/A	N-terminal region of Chorein, a TM vesicle-mediated sorter, putative
LdBPK_091090.1	LdBPK_091090.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	942	None	No	N/A	hypothetical protein, conserved
LdBPK_091170.1	LdBPK_091170.1.1	hypothetical protein, conserved	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1377	None	No	N/A	hypothetical protein, conserved
LdBPK_091240.1	LdBPK_091240.1.1	hypothetical protein, conserved	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2175	None	No	N/A	hypothetical protein, conserved
LdBPK_091250.1	LdBPK_091250.1.1	hypothetical protein, conserved	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1797	None	No	N/A	hypothetical protein, conserved
LdBPK_091270.1	LdBPK_091270.1.1	Zinc finger, C3HC4 type (RING finger), putative	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1263	None	No	N/A	Zinc finger, C3HC4 type (RING finger), putative
LdBPK_091290.1	LdBPK_091290.1.1	hypothetical protein, conserved	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1320	None	No	N/A	hypothetical protein, conserved
LdBPK_091340.1	LdBPK_091340.1.1	hypothetical protein, conserved	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1104	None	No	N/A	hypothetical protein, conserved
LdBPK_091370.1	LdBPK_091370.1.1	PPPDE putative peptidase domain containing protein, putative	N/A	21	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	765	None	No	N/A	PPPDE putative peptidase domain containing protein, putative
LdBPK_091371.1	LdBPK_091371.1.1	hypothetical protein	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1053	None	No	N/A	hypothetical protein
LdBPK_091400.1	LdBPK_091400.1.1	hypothetical protein, conserved	N/A	102	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1824	None	No	N/A	hypothetical protein, conserved
LdBPK_091580.1	LdBPK_091580.1.1	cytochrome b5-like protein	N/A	191	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	420	None	No	N/A	cytochrome b5-like protein
LdBPK_100110.1	LdBPK_100110.1.1	hypothetical protein, conserved	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2217	None	No	N/A	hypothetical protein, conserved
LdBPK_100150.1	LdBPK_100150.1.1	nucleoside phosphatase, putative	N/A	117	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2034	None	No	N/A	nucleoside phosphatase, putative
LdBPK_100180.1	LdBPK_100180.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2007	None	No	N/A	hypothetical protein, unknown function
LdBPK_100250.1	LdBPK_100250.1.1	Amastin surface glycoprotein, putative	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1257	None	No	N/A	Amastin surface glycoprotein, putative
LdBPK_100300.1	LdBPK_100300.1.1	hypothetical protein, conserved	N/A	38	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5937	None	No	N/A	hypothetical protein, conserved
LdBPK_100360.1	LdBPK_100360.1.1	folate/biopterin transporter, putative	N/A	656	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2238	None	No	N/A	folate/biopterin transporter, putative
LdBPK_100420.1	LdBPK_100420.1.1	folate/biopterin transporter, putative	N/A	656	10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1977	None	No	N/A	folate/biopterin transporter, putative
LdBPK_100440.1	LdBPK_100440.1.1	hypothetical protein	N/A	20	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1443	None	No	N/A	hypothetical protein
LdBPK_100510.1	LdBPK_100510.1.1	GP63, leishmanolysin (fragment)	N/A	846	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	255	None	No	N/A	GP63, leishmanolysin (fragment)
LdBPK_100680.1	LdBPK_100680.1.1	Flagellum adhesion protein 1	FLA1	82	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1794	None	No	N/A	Flagellum adhesion protein 1
LdBPK_100710.1	LdBPK_100710.1.1	hypothetical protein, unknown function	N/A	30	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5037	None	No	N/A	hypothetical protein, unknown function
LdBPK_100800.1	LdBPK_100800.1.1	hypothetical protein, conserved	N/A	27	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5967	None	No	N/A	hypothetical protein, conserved
LdBPK_100810.1	LdBPK_100810.1.1	hypothetical protein, conserved	N/A	53	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1926	None	No	N/A	hypothetical protein, conserved
LdBPK_100930.1	LdBPK_100930.1.1	hypothetical protein, conserved	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3510	None	No	N/A	hypothetical protein, conserved
LdBPK_100950.1	LdBPK_100950.1.1	hypothetical protein, conserved (fragment)	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3330	None	No	N/A	hypothetical protein, conserved (fragment)
LdBPK_101010.1	LdBPK_101010.1.1	hypothetical protein, conserved	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4005	None	No	N/A	hypothetical protein, conserved
LdBPK_101040.1	LdBPK_101040.1.1	hypothetical protein, conserved	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2421	None	No	N/A	hypothetical protein, conserved
LdBPK_101060.1	LdBPK_101060.1.1	hypothetical protein, unknown function	N/A	27	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1851	None	No	N/A	hypothetical protein, unknown function
LdBPK_101080.1	LdBPK_101080.1.1	ARP2/3 complex subunit, putative	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1203	None	No	N/A	ARP2/3 complex subunit, putative
LdBPK_101120.1	LdBPK_101120.1.1	Domain of Unknown Function (DUF1042), putative	N/A	78	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3672	None	No	N/A	Domain of Unknown Function (DUF1042), putative
LdBPK_101150.1	LdBPK_101150.1.1	hypothetical protein, unknown function	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1779	None	No	N/A	hypothetical protein, unknown function
LdBPK_110010.1	LdBPK_110010.1.1	hypothetical protein, conserved	N/A	28	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	513	None	No	N/A	hypothetical protein, conserved
LdBPK_110070.1	LdBPK_110070.1.1	GRIP domain containing protein, putative	N/A	78	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1155	None	No	N/A	GRIP domain containing protein, putative
LdBPK_110150.1	LdBPK_110150.1.1	hypothetical protein, conserved	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2643	None	No	N/A	hypothetical protein, conserved
LdBPK_110170.1	LdBPK_110170.1.1	myotubularin-associated protein, putative	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2154	None	No	N/A	myotubularin-associated protein, putative
LdBPK_110250.1	LdBPK_110250.1.1	serine/threonine protein kinase, putative	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2955	None	No	N/A	serine/threonine protein kinase, putative
LdBPK_110290.1	LdBPK_110290.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1392	None	No	N/A	hypothetical protein, unknown function
LdBPK_110340.1	LdBPK_110340.1.1	hypothetical protein, unknown function	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1410	None	No	N/A	hypothetical protein, unknown function
LdBPK_110390.1	LdBPK_110390.1.1	hypothetical protein, conserved	N/A	74	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1530	None	No	N/A	hypothetical protein, conserved
LdBPK_110440.1	LdBPK_110440.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1746	None	No	N/A	hypothetical protein, conserved
LdBPK_110520.1	LdBPK_110520.1.1	nucleobase transporter	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1653	None	No	N/A	nucleobase transporter
LdBPK_110610.1	LdBPK_110610.1.1	Nucleolar protein 47, putative	NOP47	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1794	None	No	N/A	Nucleolar protein 47, putative
LdBPK_110620.1	LdBPK_110620.1.1	conserved protein, unknown function	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3216	None	No	N/A	conserved protein, unknown function
LdBPK_110650.1	LdBPK_110650.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5595	None	No	N/A	hypothetical protein, unknown function
LdBPK_110740.1	LdBPK_110740.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3807	None	No	N/A	hypothetical protein, conserved
LdBPK_110870.1	LdBPK_110870.1.1	kinesin, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3144	None	No	N/A	kinesin, putative
LdBPK_110920.1	LdBPK_110920.1.1	Short C-terminal domain/PUB domain containing protein, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1863	None	No	N/A	Short C-terminal domain/PUB domain containing protein, putative
LdBPK_110940.1	LdBPK_110940.1.1	hypothetical protein, unknown function	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4359	None	No	N/A	hypothetical protein, unknown function
LdBPK_111020.1	LdBPK_111020.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5568	None	No	N/A	hypothetical protein, conserved
LdBPK_111040.1	LdBPK_111040.1.1	hypothetical protein, conserved	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2445	None	No	N/A	hypothetical protein, conserved
LdBPK_111080.1	LdBPK_111080.1.1	zinc finger domain protein, putative	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1563	None	No	N/A	zinc finger domain protein, putative
LdBPK_111090.1	LdBPK_111090.1.1	zinc finger domain protein, putative	N/A	125	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1398	None	No	N/A	zinc finger domain protein, putative
LdBPK_111120.1	LdBPK_111120.1.1	hypothetical protein, conserved	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1014	None	No	N/A	hypothetical protein, conserved
LdBPK_111230.1	LdBPK_111230.1.1	ATP-binding cassette protein subfamily A, member 3, putative (fragment)	N/A	557	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3666	None	No	N/A	ATP-binding cassette protein subfamily A, member 3, putative (fragment)
LdBPK_111320.1	LdBPK_111320.1.1	Flagellar-associated PapD-like, putative	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5328	None	No	N/A	Flagellar-associated PapD-like, putative
LdBPK_111370.1	LdBPK_111370.1.1	Variant SH3 domain containing protein, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1161	None	No	N/A	Variant SH3 domain containing protein, putative
LdBPK_120070r.1	LdBPK_120070r.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2715	None	No	N/A	hypothetical protein, conserved
LdBPK_120110.1	LdBPK_120110.1.1	hypothetical protein, conserved	N/A	58	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2703	None	No	N/A	hypothetical protein, conserved
LdBPK_120150.1	LdBPK_120150.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4065	None	No	N/A	hypothetical protein, unknown function
LdBPK_120155.1	LdBPK_120155.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1203	None	No	N/A	hypothetical protein, conserved
LdBPK_120170.1	LdBPK_120170.1.1	ubiquitin hydrolase, putative	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4941	None	No	N/A	ubiquitin hydrolase, putative
LdBPK_120180.1	LdBPK_120180.1.1	hypothetical protein, unknown function	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3288	None	No	N/A	hypothetical protein, unknown function
LdBPK_120220.1	LdBPK_120220.1.1	hypothetical protein, unknown function	N/A	59	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2097	None	No	N/A	hypothetical protein, unknown function
LdBPK_120240.1	LdBPK_120240.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4704	None	No	N/A	hypothetical protein, unknown function
LdBPK_120250.1	LdBPK_120250.1.1	hypothetical protein, conserved	N/A	38	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5697	None	No	N/A	hypothetical protein, conserved
LdBPK_120275.1	LdBPK_120275.1.1	Myotubularin-related protein, putative	N/A	25	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	9699	None	No	N/A	Myotubularin-related protein, putative
LdBPK_120280.1	LdBPK_120280.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3885	None	No	N/A	hypothetical protein, unknown function
LdBPK_120290.1	LdBPK_120290.1.1	hypothetical protein, unknown function	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	6018	None	No	N/A	hypothetical protein, unknown function
LdBPK_120320.1	LdBPK_120320.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	954	None	No	N/A	hypothetical protein, conserved
LdBPK_120360.1	LdBPK_120360.1.1	hypothetical protein	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1233	None	No	N/A	hypothetical protein
LdBPK_120410.1	LdBPK_120410.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3270	None	No	N/A	hypothetical protein, unknown function
LdBPK_120420.1	LdBPK_120420.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2355	None	No	N/A	hypothetical protein, unknown function
LdBPK_120430.1	LdBPK_120430.1.1	hypothetical protein, unknown function	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2250	None	No	N/A	hypothetical protein, unknown function
LdBPK_120440.1	LdBPK_120440.1.1	hypothetical protein, unknown function	N/A	30	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1830	None	No	N/A	hypothetical protein, unknown function
LdBPK_120450.1	LdBPK_120450.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	954	None	No	N/A	hypothetical protein, unknown function
