Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_281050.1	LdBPK_281050.1.1	40S ribosomal protein S14	N/A	121	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	435	None	No	N/A	40S ribosomal protein S14
LdBPK_281310.1	LdBPK_281310.1.1	luminal binding protein 1 (BiP), putative	BiP	642	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1977	None	No	N/A	luminal binding protein 1 (BiP), putative
LdBPK_281660.1	LdBPK_281660.1.1	DEAD box RNA helicase, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1170	None	No	N/A	DEAD box RNA helicase, putative
LdBPK_282610.1	LdBPK_282610.1.1	Vacuolar proton pump subunit B, putative	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1488	None	No	N/A	Vacuolar proton pump subunit B, putative
LdBPK_282750.1	LdBPK_282750.1.1	40S ribosomal protein S17, putative	N/A	108	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	432	None	No	Previous IDs: LdBPK_282760.1	40S ribosomal protein S17, putative
LdBPK_282950.1	LdBPK_282950.1.1	heat-shock protein hsp70, putative (fragment)	N/A	642	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	366	None	No	N/A	heat-shock protein hsp70, putative (fragment)
LdBPK_283000.1	LdBPK_283000.1.1	heat-shock protein hsp70, putative	N/A	642	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1965	None	No	N/A	heat-shock protein hsp70, putative
LdBPK_291170.1	LdBPK_291170.1.1	ribosomal protein L1a, putative (fragment)	N/A	147	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	282	None	No	N/A	ribosomal protein L1a, putative (fragment)
LdBPK_291180.1	LdBPK_291180.1.1	ribosomal protein L1a, putative (fragment)	N/A	147	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	267	None	No	N/A	ribosomal protein L1a, putative (fragment)
LdBPK_291920.1	LdBPK_291920.1.1	40S ribosomal protein S15A, putative	N/A	127	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	393	None	No	N/A	40S ribosomal protein S15A, putative
LdBPK_292480.1	LdBPK_292480.1.1	60S ribosomal protein L39, putative	N/A	58	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	156	None	No	N/A	60S ribosomal protein L39, putative
LdBPK_300710.1	LdBPK_300710.1.1	40S ribosomal protein S30, putative	N/A	90	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	201	None	No	Previous IDs: LdBPK_300690.1	40S ribosomal protein S30, putative
LdBPK_302470.1	LdBPK_302470.1.1	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)	N/A	225	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	270	None	No	N/A	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)
LdBPK_302480.1	LdBPK_302480.1.1	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)	N/A	225	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1506	None	No	N/A	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)
LdBPK_302530.1	LdBPK_302530.1.1	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)	N/A	225	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	270	None	No	N/A	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)
LdBPK_302540.1	LdBPK_302540.1.1	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)	N/A	225	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	258	None	No	N/A	heat shock 70-related protein 1, mitochondrial precursor, putative (fragment)
LdBPK_302590.1	LdBPK_302590.1.1	formate--tetrahydrofolate ligase	N/A	128	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1869	None	No	N/A	formate--tetrahydrofolate ligase
LdBPK_303560.1	LdBPK_303560.1.1	S-adenosylmethionine synthetase	N/A	131	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1179	None	No	N/A	S-adenosylmethionine synthetase
LdBPK_303650.1	LdBPK_303650.1.1	40S ribosomal protein S14	N/A	121	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	435	None	No	N/A	40S ribosomal protein S14
LdBPK_303710.1	LdBPK_303710.1.1	ribosomal protein L15, putative	N/A	128	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	615	None	No	N/A	ribosomal protein L15, putative
LdBPK_310200.1	LdBPK_310200.1.1	nucleolar protein, putative	N/A	75	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1887	None	No	N/A	nucleolar protein, putative
LdBPK_311930.1	LdBPK_311930.1.1	ubiquitin-fusion protein	N/A	100	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	387	None	No	N/A	ubiquitin-fusion protein
LdBPK_312350.1	LdBPK_312350.1.1	adp-ribosylation factor 1	ARF1	137	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	549	None	No	N/A	adp-ribosylation factor 1
LdBPK_312700.1	LdBPK_312700.1.1	serine/threonine protein phosphatase pp1(5.9), putative	N/A	141	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1098	None	No	N/A	serine/threonine protein phosphatase pp1(5.9), putative
LdBPK_312890.1	LdBPK_312890.1.1	ADP-ribosylation factor, putative	N/A	137	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	537	None	No	N/A	ADP-ribosylation factor, putative
LdBPK_320240.1	LdBPK_320240.1.1	dynein light chain, flagellar outer arm, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	276	None	No	N/A	dynein light chain, flagellar outer arm, putative
LdBPK_320460.1	LdBPK_320460.1.1	40S ribosomal protein S2	N/A	140	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	795	None	No	N/A	40S ribosomal protein S2
LdBPK_323110.1	LdBPK_323110.1.1	nucleoside diphosphate kinase b	N/A	87	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	456	None	No	N/A	nucleoside diphosphate kinase b
LdBPK_323230.1	LdBPK_323230.1.1	protein phosphatase 2A catalytic subunit, putative	N/A	136	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	927	None	No	N/A	protein phosphatase 2A catalytic subunit, putative
LdBPK_323320.1	LdBPK_323320.1.1	ribosomal protein L3, putative (fragment)	N/A	180	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	318	None	No	N/A	ribosomal protein L3, putative (fragment)
LdBPK_330360.1	LdBPK_330360.1.1	heat shock protein 83-1	N/A	449	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2103	None	No	Previous IDs: LdBPK_330350.1;LdBPK_330370.1	heat shock protein 83-1
LdBPK_331730.1	LdBPK_331730.1.1	cyclophilin, putative	N/A	201	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	777	None	No	N/A	cyclophilin, putative
LdBPK_333300.1	LdBPK_333300.1.1	40S ribosomal protein S13, putative	N/A	124	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	456	None	No	N/A	40S ribosomal protein S13, putative
LdBPK_333380.1	LdBPK_333380.1.1	60S ribosomal protein L44	RPL44	122	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	321	None	No	N/A	60S ribosomal protein L44
LdBPK_340150.1	LdBPK_340150.1.1	malate dehydrogenase	N/A	98	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	954	None	No	N/A	malate dehydrogenase
LdBPK_340830.1	LdBPK_340830.1.1	serine/threonine-protein phosphatase PP1, putative	N/A	25	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	735	None	No	N/A	serine/threonine-protein phosphatase PP1, putative
LdBPK_340840.1	LdBPK_340840.1.1	serine/threonine-protein phosphatase PP1, putative (fragment)	N/A	128	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	453	None	No	N/A	serine/threonine-protein phosphatase PP1, putative (fragment)
LdBPK_340850.1	LdBPK_340850.1.1	serine/threonine-protein phosphatase PP1, putative (fragment)	N/A	128	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	486	None	No	N/A	serine/threonine-protein phosphatase PP1, putative (fragment)
LdBPK_340900.1	LdBPK_340900.1.1	serine/threonine-protein phosphatase PP1, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	891	None	No	N/A	serine/threonine-protein phosphatase PP1, putative
LdBPK_340910.1	LdBPK_340910.1.1	60S ribosomal protein L13a, putative (fragment)	N/A	124	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	285	None	No	N/A	60S ribosomal protein L13a, putative (fragment)
LdBPK_341110.1	LdBPK_341110.1.1	uracil phosphoribosyltransferase, putative	N/A	104	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	729	None	No	N/A	uracil phosphoribosyltransferase, putative
LdBPK_342440.1	LdBPK_342440.1.1	ruvB-like DNA helicase, putative	RUVBL	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1452	None	No	N/A	ruvB-like DNA helicase, putative
LdBPK_342730.1	LdBPK_342730.1.1	ribosomal protein L3, putative (fragment)	N/A	180	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	294	None	No	N/A	ribosomal protein L3, putative (fragment)
LdBPK_343280.1	LdBPK_343280.1.1	ruvb-like 1 DNA helicase, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1380	None	No	N/A	ruvb-like 1 DNA helicase, putative
LdBPK_343460.1	LdBPK_343460.1.1	vacuolar ATP synthase catalytic subunit A, putative	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1833	None	No	N/A	vacuolar ATP synthase catalytic subunit A, putative
LdBPK_350030.1	LdBPK_350030.1.1	pyruvate kinase (fragment)	N/A	121	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	189	None	No	N/A	pyruvate kinase (fragment)
LdBPK_350240.1	LdBPK_350240.1.1	60S ribosomal protein L30	N/A	85	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	315	None	No	N/A	60S ribosomal protein L30
LdBPK_350370.1	LdBPK_350370.1.1	ATP-dependent DEAD-box RNA helicase, putative	N/A	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1218	None	No	N/A	ATP-dependent DEAD-box RNA helicase, putative
LdBPK_351020.1	LdBPK_351020.1.1	casein kinase I, putative	CK1.1	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	975	None	No	N/A	casein kinase I, putative
LdBPK_351030.1	LdBPK_351030.1.1	casein kinase, putative	N/A	301	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1062	None	No	N/A	casein kinase, putative
LdBPK_351310.1	LdBPK_351310.1.1	ubiquitin-conjugating enzyme E2, putative	N/A	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	447	None	No	N/A	ubiquitin-conjugating enzyme E2, putative
LdBPK_351890.1	LdBPK_351890.1.1	ribosomal protein L15, putative	N/A	128	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	615	None	No	N/A	ribosomal protein L15, putative
LdBPK_353670.1	LdBPK_353670.1.1	iron-sulfur cluster assembly protein, putative	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	486	None	No	N/A	iron-sulfur cluster assembly protein, putative
LdBPK_353840.1	LdBPK_353840.1.1	60S ribosomal protein L23, putative	N/A	110	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	420	None	No	N/A	60S ribosomal protein L23, putative
LdBPK_353900.1	LdBPK_353900.1.1	T-complex protein 1, eta subunit, putative	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1713	None	No	N/A	T-complex protein 1, eta subunit, putative
LdBPK_354950.1	LdBPK_354950.1.1	meiotic recombination protein DMC1, putative	dmc1	138	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	864	None	No	N/A	meiotic recombination protein DMC1, putative
LdBPK_360210.1	LdBPK_360210.1.1	elongation factor 2	N/A	207	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2538	None	No	N/A	elongation factor 2
LdBPK_360370.1	LdBPK_360370.1.1	nuclear protein family a (nop10p), putative	N/A	44	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	192	None	No	N/A	nuclear protein family a (nop10p), putative
LdBPK_360950.1	LdBPK_360950.1.1	Eukaryotic translation initiation factor 6 (eIF- 6), putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	750	None	No	N/A	Eukaryotic translation initiation factor 6 (eIF- 6), putative
LdBPK_360990.1	LdBPK_360990.1.1	40S ribosomal protein S18, putative	N/A	121	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	501	None	No	Previous IDs: LdBPK_361000.1	40S ribosomal protein S18, putative
LdBPK_361310.1	LdBPK_361310.1.1	40S ribosomal protein S9, putative	N/A	124	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	573	None	No	N/A	40S ribosomal protein S9, putative
LdBPK_361420.1	LdBPK_361420.1.1	Valosin-containing protein, putative	VCP	71	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2355	None	No	N/A	Valosin-containing protein, putative
LdBPK_361730.1	LdBPK_361730.1.1	proteasome subunit beta type-5, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	909	None	No	N/A	proteasome subunit beta type-5, putative
LdBPK_362070.1	LdBPK_362070.1.1	phosphomannomutase, putative	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	744	None	No	N/A	phosphomannomutase, putative
LdBPK_362380.1	LdBPK_362380.1.1	developmentally regulated GTP-binding protein 1, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1107	None	No	N/A	developmentally regulated GTP-binding protein 1, putative
LdBPK_362480.1	LdBPK_362480.1.1	glyceraldehyde 3-phosphate dehydrogenase, cytosolic	N/A	265	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	996	None	No	N/A	glyceraldehyde 3-phosphate dehydrogenase, cytosolic
LdBPK_363220.1	LdBPK_363220.1.1	fibrillarin	N/A	139	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	705	None	No	N/A	fibrillarin
LdBPK_363550.1	LdBPK_363550.1.1	ribosomal protein L29, putative	N/A	97	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	213	None	No	N/A	ribosomal protein L29, putative
LdBPK_363560.1	LdBPK_363560.1.1	ribosomal protein L29, putative	N/A	97	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	213	None	No	N/A	ribosomal protein L29, putative
LdBPK_364100.1	LdBPK_364100.1.1	S-adenosylhomocysteine hydrolase	N/A	76	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1314	None	No	N/A	S-adenosylhomocysteine hydrolase
LdBPK_364570.1	LdBPK_364570.1.1	19S proteasome regulatory subunit, Regulatory particle triple-A ATPase subunit 6	RPT6	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1230	None	No	N/A	Regulatory particle triple-A ATPase subunit 6
LdBPK_365238.1	LdBPK_365238.1.1	40S ribosomal protein SA, putative (fragment)	N/A	118	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	357	None	No	N/A	40S ribosomal protein SA, putative (fragment)
LdBPK_365350.1	LdBPK_365350.1.1	40S ribosomal protein SA, putative (fragment)	N/A	118	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	255	None	No	N/A	40S ribosomal protein SA, putative (fragment)
LdBPK_366680.1	LdBPK_366680.1.1	40S ribosomal protein S8, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	783	None	No	N/A	40S ribosomal protein S8, putative
