Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_322120.1	LBRM2903_320028500	64	111	37
LdBPK_340680.1	LBRM2903_200012700	64	950	292
LdBPK_353320.1	LBRM2903_340040500	64	161	58
LdBPK_080840.1	LBRM2903_080014600	63.9	1516	502
LdBPK_080850.1	LBRM2903_080014700	63.9	2106	690
LdBPK_091340.1	LBRM2903_090020000	63.9	368	131
LdBPK_100300.1	LBRM2903_100008100	63.9	2019	642
LdBPK_110170.1	LBRM2903_190006200	63.9	717	245
LdBPK_130230.1	LBRM2903_290035400	63.9	429	129
LdBPK_160630.1	LBRM2903_160012500	63.9	263	93
LdBPK_211460.1	LBRM2903_210019600	63.9	1376	475
LdBPK_251070.1	LBRM2903_250018400	63.9	880	269
LdBPK_271280.1	LBRM2903_270020600	63.9	624	222
LdBPK_282560.1	LBRM2903_280032600	63.9	1331	463
LdBPK_310510.1	LBRM2903_310013400	63.9	832	279
LdBPK_311250.1	LBRM2903_310022600	63.9	898	321
LdBPK_352830.1	LBRM2903_340035100	63.9	690	237
LdBPK_060320.1	LBRM2903_060008700	63.8	1024	368
LdBPK_060460.1	LBRM2903_060010200	63.8	862	247
LdBPK_090260.1	LBRM2903_090008200	63.8	232	77
LdBPK_110870.1	LBRM2903_110012300	63.8	1057	369
LdBPK_120820.1	LBRM2903_200076500	63.8	868	305
LdBPK_170430.1	LBRM2903_170009400	63.8	287	81
LdBPK_191110.1	LBRM2903_190018900	63.8	5913	1788
LdBPK_201290.1	LBRM2903_200069600	63.8	149	52
LdBPK_240700.1	LBRM2903_240012700	63.8	152	55
LdBPK_271880.1	LBRM2903_270028000	63.8	301	107
LdBPK_290110.1	LBRM2903_290006500	63.8	130	46
LdBPK_292740.1	LBRM2903_290033200	63.8	1231	432
LdBPK_322900.1	LBRM2903_320037800	63.8	881	318
LdBPK_340620.1	LBRM2903_200012000	63.8	868	281
LdBPK_354360.1	LBRM2903_340052700	63.8	326	116
LdBPK_030730.1	LBRM2903_030012400	63.7	758	202
LdBPK_070870.1	LBRM2903_070015700	63.7	1341	445
LdBPK_110340.1	LBRM2903_110021100	63.7	502	132
LdBPK_120170.1	LBRM2903_120006900	63.7	892	247
LdBPK_150190.1	LBRM2903_150007000	63.7	524	183
LdBPK_291500.1	LBRM2903_290021600	63.7	793	268
LdBPK_301690.1	LBRM2903_300023000	63.7	333	111
LdBPK_333170.1	LBRM2903_330041100	63.7	1121	374
LdBPK_070830.1	LBRM2903_070015400	63.6	3932	1249
LdBPK_200840.1	LBRM2903_200064500	63.6	272	99
LdBPK_240190.1	LBRM2903_240006600	63.6	110	40
LdBPK_250950.1	LBRM2903_250016900	63.6	841	277
LdBPK_262210.1	LBRM2903_260026100	63.6	535	110
LdBPK_282790.1	LBRM2903_280035000	63.6	887	300
LdBPK_351400.1	LBRM2903_340019400	63.6	693	216
LdBPK_352530.1	LBRM2903_340031900	63.6	1545	517
LdBPK_364800.1	LBRM2903_350059000	63.6	319	116
LdBPK_040970.1	LBRM2903_040017000	63.5	490	139
LdBPK_110610.1	LBRM2903_110008600	63.5	613	205
LdBPK_111080.1	LBRM2903_110015400	63.5	521	189
LdBPK_120220.1	LBRM2903_120007500	63.5	693	249
LdBPK_140820.1	LBRM2903_140013000	63.5	419	148
LdBPK_190690.1	LBRM2903_190015700	63.5	115	34
LdBPK_231520.1	LBRM2903_230023900	63.5	318	116
LdBPK_260070.1	LBRM2903_260005700	63.5	301	110
LdBPK_270630.1	LBRM2903_270014300	63.5	1152	415
LdBPK_271720.1	LBRM2903_270026100	63.5	951	340
LdBPK_312490.1	LBRM2903_310036600	63.5	203	71
LdBPK_322020.1	LBRM2903_320027500	63.5	441	160
LdBPK_353170.1	LBRM2903_340038900	63.5	1633	575
LdBPK_354630.1	LBRM2903_340055900	63.5	167	61
LdBPK_020400.1	LBRM2903_020010000	63.4	372	130
LdBPK_050650.1	LBRM2903_050011800	63.4	874	298
LdBPK_060770.1	LBRM2903_060013500	63.4	631	221
LdBPK_130100.1	LBRM2903_130006100	63.4	306	102
LdBPK_211800.1	LBRM2903_210023300	63.4	547	165
LdBPK_251810.1	LBRM2903_250026300	63.4	320	117
LdBPK_272030.1	LBRM2903_270029900	63.4	1172	341
LdBPK_322740.1	LBRM2903_320035800	63.4	639	225
LdBPK_331190.1	LBRM2903_330018300	63.4	681	222
LdBPK_350750.1	LBRM2903_340012600	63.4	924	297
LdBPK_041100.1	LBRM2903_040018400	63.3	1002	329
LdBPK_140600.1	LBRM2903_140011200	63.3	1380	491
LdBPK_180840.1	LBRM2903_180014700	63.3	2065	687
LdBPK_212220.1	LBRM2903_210027200	63.3	1008	361
LdBPK_220250.1	LBRM2903_220008700	63.3	283	94
LdBPK_230820.1	LBRM2903_230016200	63.3	188	69
LdBPK_281440.1	LBRM2903_280020600	63.3	341	110
LdBPK_300520.1	LBRM2903_300011600	63.3	485	167
LdBPK_321050.1	LBRM2903_320016500	63.3	166	61
LdBPK_343090.1	LBRM2903_200042500	63.3	518	184
LdBPK_030170.1	LBRM2903_030006800	63.2	622	213
LdBPK_050920.1	LBRM2903_050015000	63.2	1063	328
LdBPK_080920.1	LBRM2903_080015500	63.2	774	273
LdBPK_160160.1	LBRM2903_160006800	63.2	220	66
LdBPK_200440.1	LBRM2903_200060000	63.2	787	265
LdBPK_200780.1	LBRM2903_200063900	63.2	4047	1181
LdBPK_241580.1	LBRM2903_240022800	63.2	1156	408
LdBPK_262460.1	LBRM2903_260029600	63.2	1044	372
LdBPK_311000.1	LBRM2903_310019800	63.2	1154	370
LdBPK_312080.1	LBRM2903_310031300	63.2	486	178
LdBPK_354140.1	LBRM2903_340050200	63.2	1111	399
LdBPK_366390.1	LBRM2903_350076000	63.2	185	68
LdBPK_070120.1	LBRM2903_070010100	63.1	674	200
LdBPK_200770.1	LBRM2903_200063700	63.1	1668	522
LdBPK_211520.1	LBRM2903_210020300	63.1	453	144
LdBPK_241510.1	LBRM2903_240022000	63.1	122	44
LdBPK_261310.1	LBRM2903_260018600	63.1	436	122
LdBPK_281640.1	LBRM2903_280022900	63.1	168	57
LdBPK_311160.1	LBRM2903_310021600	63.1	593	219
LdBPK_320390.1	LBRM2903_320009300	63.1	537	169
LdBPK_342540.1	LBRM2903_200033300	63.1	450	165
LdBPK_020200.1	LBRM2903_020007700	63	1002	338
LdBPK_020280.1	LBRM2903_020008800	63	719	221
LdBPK_131470.1	LBRM2903_130018500	63	635	218
LdBPK_140740.1	LBRM2903_140012200	63	265	98
LdBPK_150410.1	LBRM2903_150009400	63	516	185
LdBPK_160820.1	LBRM2903_160014800	63	632	233
LdBPK_260830.1	LBRM2903_260013600	63	794	255
LdBPK_270970.1	LBRM2903_270017800	63	657	229
LdBPK_303420.1	LBRM2903_300041100	63	606	167
LdBPK_363460.1	LBRM2903_350044800	63	813	297
LdBPK_366110.1	LBRM2903_350072800	63	541	163
LdBPK_040520.1	LBRM2903_040010900	62.9	372	107
LdBPK_061080.1	LBRM2903_060017200	62.9	760	245
LdBPK_090440.1	LBRM2903_090009500	62.9	1761	570
LdBPK_101080.1	LBRM2903_100020000	62.9	399	147
LdBPK_130510.1	LBRM2903_130009900	62.9	434	144
LdBPK_181530.1	LBRM2903_180021900	62.9	159	59
LdBPK_190370.1	LBRM2903_190011500	62.9	976	351
LdBPK_220990.1	LBRM2903_220016400	62.9	1013	338
LdBPK_230760.1	LBRM2903_230015200	62.9	410	149
LdBPK_280340.1	LBRM2903_280009800	62.9	70	26
LdBPK_310970.1	LBRM2903_310019500	62.9	698	259
LdBPK_332110.1	LBRM2903_330029800	62.9	650	230
LdBPK_332720.1	LBRM2903_330036500	62.9	504	186
LdBPK_360970.1	LBRM2903_350016000	62.9	1561	563
LdBPK_090550.1	LBRM2903_090010700	62.8	1527	503
LdBPK_140790.1	LBRM2903_140012500	62.8	360	131
LdBPK_261420.1	LBRM2903_260019700	62.8	799	269
LdBPK_280920.1	LBRM2903_280014400	62.8	188	57
LdBPK_290300.1	LBRM2903_290008600	62.8	253	91
LdBPK_365730.1	LBRM2903_350069000	62.8	296	108
LdBPK_020270.1	LBRM2903_020008400	62.7	2658	873
LdBPK_091290.1	LBRM2903_090019400	62.7	445	155
LdBPK_120250.1	LBRM2903_120008400	62.7	1475	475
LdBPK_140360.1	LBRM2903_140008800	62.7	1058	347
LdBPK_191030.1	LBRM2903_190013800	62.7	1320	380
LdBPK_211630.1	LBRM2903_210021800	62.7	367	131
LdBPK_270820.1	LBRM2903_270016300	62.7	118	43
LdBPK_343120.1	LBRM2903_200042800	62.7	726	265
LdBPK_366250.1	LBRM2903_350074400	62.7	679	228
LdBPK_110390.1	LBRM2903_110020500	62.6	508	180
LdBPK_131240.1	LBRM2903_130017600	62.6	1339	447
LdBPK_170360.1	LBRM2903_170008700	62.6	1365	487
LdBPK_180300.1	LBRM2903_180008200	62.6	385	111
LdBPK_190890.1	LBRM2903_190018200	62.6	681	205
LdBPK_250520.1	LBRM2903_250010800	62.6	527	193
LdBPK_261210.1	LBRM2903_260017500	62.6	3012	1017
LdBPK_271550.1	LBRM2903_270023600	62.6	1231	423
LdBPK_291470.1	LBRM2903_290021300	62.6	602	204
LdBPK_352860.1	LBRM2903_340035700	62.6	516	192
LdBPK_361500.1	LBRM2903_350022000	62.6	3574	1299
LdBPK_010620.1	LBRM2903_010011500	62.5	1874	553
LdBPK_190530.1	LBRM2903_190013200	62.5	734	263
LdBPK_211570.1	LBRM2903_210021000	62.5	120	45
LdBPK_321330.1	LBRM2903_320020200	62.5	767	280
LdBPK_323350.1	LBRM2903_320042500	62.5	96	28
LdBPK_323760.1	LBRM2903_320047800	62.5	200	75
LdBPK_363980.1	LBRM2903_350050500	62.5	963	352
LdBPK_030360.1	LBRM2903_030008600	62.4	205	70
LdBPK_070370.1	LBRM2903_070007500	62.4	250	86
LdBPK_110150.1	LBRM2903_190006400	62.4	700	256
LdBPK_160570.1	LBRM2903_160011800	62.4	732	266
LdBPK_180680.1	LBRM2903_180012500	62.4	790	249
LdBPK_181320.1	LBRM2903_180019800	62.4	732	252
LdBPK_230250.1	LBRM2903_230008100	62.4	125	47
LdBPK_250030.1	LBRM2903_250005200	62.4	343	128
LdBPK_250310.1	LBRM2903_250008400	62.4	85	32
LdBPK_070500.1	LBRM2903_070009800	62.3	795	257
LdBPK_110620.1	LBRM2903_110008700	62.3	1120	370
LdBPK_151160.1	LBRM2903_150018300	62.3	3139	1022
LdBPK_160500.1	LBRM2903_160011100	62.3	199	74
LdBPK_290600.1	LBRM2903_290012000	62.3	483	179
LdBPK_330890.1	LBRM2903_330015100	62.3	963	291
LdBPK_332610.1	LBRM2903_330035300	62.3	589	216
LdBPK_341740.1	LBRM2903_200025200	62.3	1064	345
LdBPK_341780.1	LBRM2903_200025600	62.3	1246	462
LdBPK_352920.1	LBRM2903_340036300	62.3	740	279
LdBPK_360380.1	LBRM2903_350009800	62.3	504	188
LdBPK_120410.1	LBRM2903_120009700	62.2	1091	402
LdBPK_161270.1	LBRM2903_160020200	62.2	2188	561
LdBPK_161310.1	LBRM2903_160020600	62.2	1793	545
LdBPK_191160.1	LBRM2903_190019400	62.2	603	216
LdBPK_261820.1	LBRM2903_230029700	62.2	2447	867
LdBPK_290760.1	LBRM2903_290013700	62.2	225	84
LdBPK_290840.1	LBRM2903_290014700	62.2	603	215
LdBPK_322010.1	LBRM2903_320027400	62.2	603	226
LdBPK_333330.1	LBRM2903_330043100	62.2	608	210
LdBPK_365190.1	LBRM2903_350063000	62.2	905	320
LdBPK_010640.1	LBRM2903_010011700	62.1	602	192
LdBPK_170270.1	LBRM2903_170007800	62.1	1100	388
LdBPK_171310.1	LBRM2903_170020400	62.1	364	122
LdBPK_191040.1	LBRM2903_190013700	62.1	917	294
LdBPK_211000.1	LBRM2903_210014900	62.1	2369	820
LdBPK_211970.1	LBRM2903_210024900	62.1	161	61
LdBPK_220510.1	LBRM2903_220011300	62.1	1160	406
LdBPK_230810.1	LBRM2903_230016100	62.1	496	161
LdBPK_300820.1	LBRM2903_300014600	62.1	116	44
LdBPK_301580.1	LBRM2903_300021900	62.1	1709	616
LdBPK_311570.1	LBRM2903_310027000	62.1	443	132
LdBPK_311750.1	LBRM2903_310028900	62.1	388	137
LdBPK_366410.1	LBRM2903_350076200	62.1	367	131
LdBPK_010600.1	LBRM2903_010011300	62	1036	243
LdBPK_030710.1	LBRM2903_030012200	62	455	115
LdBPK_130800.1	LBRM2903_130013000	62	837	292
LdBPK_151380.1	LBRM2903_150020300	62	313	105
LdBPK_201440.1	LBRM2903_200071100	62	460	166
LdBPK_230610.1	LBRM2903_230012200	62	693	221
LdBPK_230780.1	LBRM2903_230015800	62	279	106
LdBPK_241520.1	LBRM2903_240022100	62	397	137
LdBPK_260430.1	LBRM2903_260009500	62	321	121
LdBPK_262080.1	LBRM2903_260024700	62	316	120
LdBPK_271390.1	LBRM2903_270021900	62	700	251
LdBPK_290200.1	LBRM2903_290007300	62	1030	373
LdBPK_343410.1	LBRM2903_200046100	62	502	190
LdBPK_360070.1	LBRM2903_350006600	62	321	121
LdBPK_080530.1	LBRM2903_080011600	61.9	2384	791
LdBPK_080640.1	LBRM2903_080010300	61.9	2291	646
LdBPK_090310.1	LBRM2903_090008800	61.9	223	82
LdBPK_111120.1	LBRM2903_110015800	61.9	336	119
LdBPK_150580.1	LBRM2903_150011700	61.9	533	192
LdBPK_191170.1	LBRM2903_190019800	61.9	1311	440
LdBPK_220390.1	LBRM2903_220010100	61.9	580	208
LdBPK_013350.1	LBRM2903_310037900	61.9	97	37
LdBPK_330810.1	LBRM2903_330013500	61.9	373	140
LdBPK_361760.1	LBRM2903_350025000	61.9	789	293
LdBPK_040560.1	LBRM2903_040011300	61.8	1647	514
LdBPK_050170.1	LBRM2903_050006600	61.8	759	277
LdBPK_060660.1	LBRM2903_060012100	61.8	3155	1013
LdBPK_130700.1	LBRM2903_130012000	61.8	2711	898
LdBPK_170570.1	LBRM2903_170011100	61.8	1034	370
LdBPK_220530.1	LBRM2903_220011500	61.8	811	287
LdBPK_250280.1	LBRM2903_250008000	61.8	692	262
LdBPK_250430.1	LBRM2903_250009600	61.8	670	255
LdBPK_282840.1	LBRM2903_280035500	61.8	778	285
LdBPK_331020.1	LBRM2903_330016400	61.8	595	216
LdBPK_340640.1	LBRM2903_200012300	61.8	2445	811
LdBPK_352370.1	LBRM2903_340030100	61.8	1140	415
LdBPK_070410.1	LBRM2903_070007900	61.7	1798	561
LdBPK_111020.1	LBRM2903_110014900	61.7	1643	407
LdBPK_220750.1	LBRM2903_220013700	61.7	894	305
LdBPK_281920.1	LBRM2903_280026000	61.7	2606	922
LdBPK_323550.1	LBRM2903_320044700	61.7	1337	462
LdBPK_341100.1	LBRM2903_200017200	61.7	256	65
LdBPK_353820.1	LBRM2903_340047000	61.7	652	232
LdBPK_020160.1	LBRM2903_020007500	61.6	294	109
LdBPK_070170.1	LBRM2903_070010900	61.6	146	55
LdBPK_241150.1	LBRM2903_240017500	61.6	802	290
LdBPK_251900.1	LBRM2903_250027200	61.6	550	194
LdBPK_301220.1	LBRM2903_300018300	61.6	1795	668
LdBPK_320850.1	LBRM2903_320014100	61.6	1131	421
LdBPK_321840.1	LBRM2903_320025700	61.6	503	182
LdBPK_341420.1	LBRM2903_200022700	61.6	958	336
LdBPK_354210.1	LBRM2903_340050900	61.6	305	115
LdBPK_361620.1	LBRM2903_350023600	61.6	498	191
LdBPK_362320.1	LBRM2903_350030900	61.6	591	212
LdBPK_020080.1	LBRM2903_020006000	61.5	699	246
LdBPK_040420.1	LBRM2903_040009800	61.5	1144	388
LdBPK_060860.1	LBRM2903_060014800	61.5	1403	466
LdBPK_070320.1	LBRM2903_070007000	61.5	866	283
LdBPK_120760.1	LBRM2903_200077500	61.5	956	351
LdBPK_140340.1	LBRM2903_140008600	61.5	1074	360
LdBPK_230460.1	LBRM2903_230010400	61.5	143	51
LdBPK_291270.1	LBRM2903_290018900	61.5	2496	898
LdBPK_310520.1	LBRM2903_310013500	61.5	641	235
LdBPK_333120.1	LBRM2903_330040600	61.5	749	184
LdBPK_364430.1	LBRM2903_350055300	61.5	395	143
LdBPK_101040.1	LBRM2903_100019200	61.4	819	283
LdBPK_170560.1	LBRM2903_170011000	61.4	1435	507
LdBPK_201190.1	LBRM2903_200068000	61.4	207	53
LdBPK_271990.1	LBRM2903_270029600	61.4	790	271
LdBPK_281150.1	LBRM2903_280017200	61.4	404	155
LdBPK_322980.1	LBRM2903_320038700	61.4	570	217
LdBPK_332780.1	LBRM2903_330037100	61.4	428	163
LdBPK_120155.1	LBRM2903_120006700	61.3	401	152
LdBPK_150480.1	LBRM2903_150010100	61.3	344	104
LdBPK_160380.1	LBRM2903_160009300	61.3	62	24
LdBPK_170810.1	LBRM2903_170014100	61.3	1504	559
LdBPK_191060.1	LBRM2903_190013600	61.3	2603	871
LdBPK_230450.1	LBRM2903_230010300	61.3	1334	470
LdBPK_230510.1	LBRM2903_230010900	61.3	349	130
LdBPK_240480.1	LBRM2903_240010400	61.3	426	159
LdBPK_241000.1	LBRM2903_240015900	61.3	1588	553
LdBPK_251150.1	LBRM2903_250019300	61.3	6550	2317
LdBPK_281890.1	LBRM2903_280025700	61.3	297	111
LdBPK_311950.1	LBRM2903_310031500	61.3	1128	425
LdBPK_332290.1	LBRM2903_330032000	61.3	1488	536
LdBPK_020320.1	LBRM2903_020009200	61.2	1075	393
LdBPK_020500.1	LBRM2903_020011000	61.2	867	300
LdBPK_040880.1	LBRM2903_040015800	61.2	178	60
LdBPK_090940.1	LBRM2903_090014900	61.2	2578	799
LdBPK_110650.1	LBRM2903_110009000	61.2	1875	711
LdBPK_131550.1	LBRM2903_130019100	61.2	1068	369
LdBPK_150880.1	LBRM2903_150015100	61.2	441	158
LdBPK_201010.1	LBRM2903_200066200	61.2	743	249
LdBPK_211700.1	LBRM2903_210022400	61.2	516	193
LdBPK_231260.1	LBRM2903_230020800	61.2	694	263
LdBPK_262010.1	LBRM2903_260024000	61.2	727	280
LdBPK_281990.1	LBRM2903_280026700	61.2	758	199
LdBPK_322450.1	LBRM2903_320032500	61.2	183	71
LdBPK_361460.1	LBRM2903_350021500	61.2	449	174
LdBPK_091250.1	LBRM2903_090018900	61.1	610	208
LdBPK_343920.1	LBRM2903_200051500	61.1	501	179
LdBPK_051150.1	LBRM2903_050017500	61	949	254
LdBPK_091090.1	LBRM2903_090017300	61	141	49
LdBPK_111090.1	LBRM2903_110015500	61	467	179
LdBPK_131170.1	LBRM2903_130016900	61	831	299
LdBPK_180640.1	LBRM2903_180011900	61	566	213
LdBPK_242390.1	LBRM2903_240031400	61	236	91
LdBPK_330920.1	LBRM2903_330015400	61	341	128
LdBPK_362120.1	LBRM2903_350028800	61	367	139
LdBPK_040590.1	LBRM2903_040012000	60.9	128	36
LdBPK_080410.1	LBRM2903_080009700	60.9	1213	431
LdBPK_120710.1	LBRM2903_200078300	60.9	604	218
LdBPK_120930.1	LBRM2903_200075400	60.9	437	170
LdBPK_171170.1	LBRM2903_170018700	60.9	527	203
LdBPK_190760.1	LBRM2903_190016800	60.9	512	173
LdBPK_221140.1	LBRM2903_220017800	60.9	1056	403
LdBPK_251650.1	LBRM2903_250024600	60.9	1231	384
LdBPK_262630.1	LBRM2903_260031400	60.9	701	272
LdBPK_292160.1	LBRM2903_290026600	60.9	1306	411
LdBPK_320340.1	LBRM2903_320008700	60.9	1570	588
LdBPK_041060.1	LBRM2903_040018000	60.8	209	67
LdBPK_060920.1	LBRM2903_060015400	60.8	791	256
LdBPK_090250.1	LBRM2903_090008000	60.8	1145	383
LdBPK_111040.1	LBRM2903_110015100	60.8	825	307
LdBPK_211390.1	LBRM2903_210018900	60.8	1781	636
LdBPK_290420.1	LBRM2903_290010000	60.8	434	164
LdBPK_312560.1	LBRM2903_310037300	60.8	120	47
LdBPK_321190.1	LBRM2903_320018100	60.8	1636	600
LdBPK_170370.1	LBRM2903_170008800	60.7	298	114
LdBPK_231160.1	LBRM2903_230020200	60.7	751	291
LdBPK_280090.1	LBRM2903_280006500	60.7	122	47
LdBPK_342750.1	LBRM2903_200037000	60.7	89	35
LdBPK_360910.1	LBRM2903_350015300	60.7	888	349
LdBPK_361440.1	LBRM2903_350021300	60.7	1192	377
LdBPK_120320.1	LBRM2903_120009900	60.6	221	66
LdBPK_190580.1	LBRM2903_190014700	60.6	3139	1115
LdBPK_332970.1	LBRM2903_330039100	60.6	317	125
LdBPK_070590.1	LBRM2903_070012400	60.5	1075	334
LdBPK_080400.1	LBRM2903_080009500	60.5	1704	636
LdBPK_171460.1	LBRM2903_170021700	60.5	177	70
LdBPK_211760.1	LBRM2903_210023000	60.5	301	99
LdBPK_280610.1	LBRM2903_280011500	60.5	1583	577
LdBPK_282830.1	LBRM2903_280035400	60.5	261	70
LdBPK_312460.1	LBRM2903_310036300	60.5	815	318
LdBPK_341270.1	LBRM2903_200021100	60.5	248	95
LdBPK_354190.1	LBRM2903_340050700	60.5	585	229
LdBPK_355370.1	LBRM2903_340060400	60.5	646	252
LdBPK_090240.1	LBRM2903_090007900	60.4	782	269
LdBPK_120790.1	LBRM2903_200077200	60.4	1653	571
LdBPK_140510.1	LBRM2903_140010300	60.4	545	195
LdBPK_141000.1	LBRM2903_140014900	60.4	903	308
LdBPK_250690.1	LBRM2903_250013900	60.4	1704	637
LdBPK_261810.1	LBRM2903_230029800	60.4	498	175
LdBPK_281370.1	LBRM2903_280019900	60.4	1123	439
LdBPK_310810.1	LBRM2903_310016900	60.4	273	80
LdBPK_311360.1	LBRM2903_310024500	60.4	535	201
LdBPK_323620.1	LBRM2903_320045800	60.4	111	40
LdBPK_350480.1	LBRM2903_340010200	60.4	1785	531
LdBPK_350930.1	LBRM2903_340014700	60.4	1397	502
LdBPK_352460.1	LBRM2903_340031100	60.4	427	168
LdBPK_060840.1	LBRM2903_060014600	60.3	3650	1339
LdBPK_180920.1	LBRM2903_180015500	60.3	633	174
LdBPK_271670.1	LBRM2903_270024900	60.3	156	62
LdBPK_281870.1	LBRM2903_280025500	60.3	892	325
LdBPK_290290.1	LBRM2903_270029100	60.3	484	187
LdBPK_342680.1	LBRM2903_200036000	60.3	655	244
LdBPK_010560.1	LBRM2903_010010900	60.2	726	221
LdBPK_040890.1	LBRM2903_040015900	60.2	1114	320
LdBPK_131190.1	LBRM2903_130017100	60.2	942	356
LdBPK_150550.1	LBRM2903_150011400	60.2	1860	612
LdBPK_211750.1	LBRM2903_210022900	60.2	1454	449
LdBPK_241840.1	LBRM2903_240026100	60.2	113	45
LdBPK_282870.1	LBRM2903_320041300	60.2	304	119
LdBPK_342120.1	LBRM2903_200029100	60.2	186	74
LdBPK_040150.1	LBRM2903_040006700	60.1	431	170
LdBPK_080650.1	LBRM2903_080010200	60.1	303	113
LdBPK_100420.1	LBRM2903_100008700	60.1	627	217
LdBPK_170500.1	LBRM2903_170010400	60.1	838	303
LdBPK_270810.1	LBRM2903_270016200	60.1	915	352
LdBPK_311020.1	LBRM2903_310020100	60.1	606	225
LdBPK_321740.1	LBRM2903_320024600	60.1	1169	458
LdBPK_330470.1	LBRM2903_330009700	60.1	286	114
LdBPK_341280.1	LBRM2903_200021200	60.1	592	234
LdBPK_341450.1	LBRM2903_200023000	60.1	1327	504
LdBPK_352650.1	LBRM2903_340033000	60.1	326	100
LdBPK_355100.1	LBRM2903_340061200	60.1	376	136
LdBPK_151480.1	LBRM2903_150021400	60	95	38
LdBPK_160670.1	LBRM2903_160013000	60	683	258
LdBPK_240060.1	LBRM2903_240005400	60	402	153
LdBPK_281510.1	LBRM2903_280021500	60	537	211
LdBPK_291320.1	LBRM2903_290019400	60	2256	766
LdBPK_181260.1	LBRM2903_180019100	59.9	813	304
LdBPK_280190.1	LBRM2903_280007400	59.9	514	206
LdBPK_091240.1	LBRM2903_090018800	59.8	614	224
LdBPK_120360.1	LBRM2903_120009300	59.8	410	141
LdBPK_282680.1	LBRM2903_280033800	59.8	523	194
LdBPK_301380.1	LBRM2903_300020000	59.8	1726	649
LdBPK_331460.1	LBRM2903_330022100	59.8	433	151
LdBPK_160370.1	LBRM2903_160009200	59.7	714	238
LdBPK_160700.1	LBRM2903_160013300	59.7	864	318
LdBPK_261060.1	LBRM2903_260016000	59.7	1920	724
LdBPK_340810.1	LBRM2903_200013900	59.7	216	83
LdBPK_352720.1	LBRM2903_340033900	59.7	72	29
LdBPK_362910.1	LBRM2903_350038300	59.7	755	292
LdBPK_070690.1	LBRM2903_070013400	59.6	287	92
LdBPK_160330.1	LBRM2903_160008900	59.6	1311	445
LdBPK_220230.1	LBRM2903_220008500	59.6	245	80
LdBPK_331530.1	LBRM2903_330022800	59.6	683	254
LdBPK_353600.1	LBRM2903_340043900	59.6	587	235
LdBPK_040840.1	LBRM2903_040015100	59.5	652	181
LdBPK_120275.1	LBRM2903_120008600	59.5	3292	1042
LdBPK_161050.1	LBRM2903_160018200	59.5	220	81
LdBPK_180390.1	LBRM2903_180009100	59.5	1750	687
LdBPK_181430.1	LBRM2903_180021000	59.5	2073	754
LdBPK_200920.1	LBRM2903_200065300	59.5	284	102
LdBPK_220070.1	LBRM2903_220007200	59.5	79	32
LdBPK_231090.1	LBRM2903_230018700	59.5	2902	1126
LdBPK_241920.1	LBRM2903_240026900	59.5	412	159
LdBPK_323290.1	LBRM2903_320041900	59.5	1514	604
LdBPK_350490.1	LBRM2903_340010300	59.5	459	180
LdBPK_010810.1	LBRM2903_010013800	59.4	475	139
LdBPK_040390.1	LBRM2903_040009100	59.4	1122	391
LdBPK_140630.1	LBRM2903_140011500	59.4	502	158
LdBPK_250970.1	LBRM2903_250017100	59.4	552	213
LdBPK_251110.1	LBRM2903_250018900	59.4	876	332
LdBPK_251300.1	LBRM2903_250021900	59.4	406	155
LdBPK_271760.1	LBRM2903_270026500	59.4	778	289
LdBPK_290470.1	LBRM2903_290010700	59.4	668	269
LdBPK_322170.1	LBRM2903_320029000	59.4	812	320
LdBPK_322750.1	LBRM2903_320036000	59.4	716	282
LdBPK_363300.1	LBRM2903_350042500	59.4	483	113
LdBPK_030700.1	LBRM2903_030012100	59.3	1136	345
LdBPK_071100.1	LBRM2903_070018900	59.3	2503	833
LdBPK_230380.1	LBRM2903_230009400	59.3	108	44
LdBPK_240590.1	LBRM2903_240011600	59.3	356	144
LdBPK_310290.1	LBRM2903_310010400	59.3	194	70
LdBPK_350170.1	LBRM2903_340007100	59.3	337	137
LdBPK_354930.1	LBRM2903_340058700	59.3	1018	382
LdBPK_060540.1	LBRM2903_060011100	59.2	1942	609
LdBPK_090150.1	LBRM2903_090006400	59.2	1065	391
LdBPK_130580.1	LBRM2903_130010700	59.2	1061	405
LdBPK_150660.1	LBRM2903_150012600	59.2	959	353
LdBPK_191150.1	LBRM2903_190019300	59.2	333	127
LdBPK_240660.1	LBRM2903_240012300	59.2	1019	347
LdBPK_250340.1	LBRM2903_250008600	59.2	704	266
LdBPK_281160.1	LBRM2903_280017300	59.2	1530	608
LdBPK_302770.1	LBRM2903_300033800	59.2	76	31
LdBPK_311390.1	LBRM2903_310024800	59.2	1416	555
LdBPK_343420.1	LBRM2903_200046200	59.2	130	42
LdBPK_020180.1	LBRM2903_020006500	59.1	364	53
LdBPK_020380.1	LBRM2903_020009700	59.1	540	193
LdBPK_110250.1	LBRM2903_190005300	59.1	940	336
LdBPK_181220.1	LBRM2903_180018800	59.1	274	108
LdBPK_312540.1	LBRM2903_310037200	59.1	364	148
LdBPK_323650.1	LBRM2903_320046300	59.1	558	220
LdBPK_332820.1	LBRM2903_330037500	59.1	848	323
LdBPK_361990.1	LBRM2903_350027400	59.1	438	154
LdBPK_100950.1	LBRM2903_100018500	59	1148	397
