Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_151200.1	LdBPK_151200.1.1	60S acidic ribosomal protein P2	N/A	90	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	336	None	No	N/A	60S acidic ribosomal protein P2
LdBPK_151220.1	LdBPK_151220.1.1	DnaJ domain/DnaJ central domain containing protein, putative	N/A	47	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1437	None	No	N/A	DnaJ domain/DnaJ central domain containing protein, putative
LdBPK_151300b.1	LdBPK_151300b.1.1	hypothetical protein, conserved	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5610	None	No	N/A	hypothetical protein, conserved
LdBPK_151340.1	LdBPK_151340.1.1	Eukaryotic translation initiation factor 4 gamma 2	eif4g2	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4368	None	No	N/A	Eukaryotic translation initiation factor 4 gamma 2
LdBPK_151350.1	LdBPK_151350.1.1	actin-like protein, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1323	None	No	N/A	actin-like protein, putative
LdBPK_151410.1	LdBPK_151410.1.1	actin-related protein 3, putative arp3	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1218	None	No	N/A	actin-related protein 3, putative arp3
LdBPK_151420.1	LdBPK_151420.1.1	Putative papain-like cysteine peptidase (DUF1796), putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1218	None	No	N/A	Putative papain-like cysteine peptidase (DUF1796), putative
LdBPK_151460.1	LdBPK_151460.1.1	ERAD-associated E3 ubiquitin-protein ligase HRD1, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1437	None	No	N/A	ERAD-associated E3 ubiquitin-protein ligase HRD1, putative
LdBPK_151560.1	LdBPK_151560.1.1	hypothetical protein, conserved	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2001	None	No	N/A	hypothetical protein, conserved
LdBPK_160030.1	LdBPK_160030.1.1	AAA domain containing protein, putative	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	645	None	No	N/A	AAA domain containing protein, putative
LdBPK_160070.1	LdBPK_160070.1.1	peroxisome assembly protein, putative	N/A	74	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2634	None	No	N/A	peroxisome assembly protein, putative
LdBPK_160160.1	LdBPK_160160.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	708	None	No	N/A	hypothetical protein, conserved
LdBPK_160380.1	LdBPK_160380.1.1	hypothetical protein, conserved	N/A	55	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1446	None	No	N/A	hypothetical protein, conserved
LdBPK_160520.1	LdBPK_160520.1.1	hypothetical protein, conserved	N/A	88	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3582	None	No	N/A	hypothetical protein, conserved
LdBPK_160620.1	LdBPK_160620.1.1	hypothetical protein, unknown function	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3408	None	No	N/A	hypothetical protein, unknown function
LdBPK_160630.1	LdBPK_160630.1.1	meiotic recombination protein SPO11, putative	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	792	None	No	N/A	meiotic recombination protein SPO11, putative
LdBPK_160670.1	LdBPK_160670.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2025	None	No	N/A	hypothetical protein, conserved
LdBPK_160750.1	LdBPK_160750.1.1	hypothetical protein, unknown function	N/A	38	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1809	None	No	N/A	hypothetical protein, unknown function
LdBPK_160840.1	LdBPK_160840.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2406	None	No	N/A	hypothetical protein, conserved
LdBPK_160850.1	LdBPK_160850.1.1	COP9 signalosome complex subunit 5, putative	N/A	75	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1422	None	No	N/A	COP9 signalosome complex subunit 5, putative
LdBPK_160860.1	LdBPK_160860.1.1	hypothetical protein, conserved	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	687	None	No	N/A	hypothetical protein, conserved
LdBPK_160870.1	LdBPK_160870.1.1	protein kinase, putative	N/A	55	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2064	None	No	N/A	protein kinase, putative
LdBPK_160900.1	LdBPK_160900.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	894	None	No	N/A	hypothetical protein, conserved
LdBPK_160910.1	LdBPK_160910.1.1	hypothetical protein, conserved	N/A	42	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4965	None	No	Previous IDs: LdBPK_160920.1	hypothetical protein, conserved
LdBPK_160950.1	LdBPK_160950.1.1	dynein light chain, putative	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	339	None	No	N/A	dynein light chain, putative
LdBPK_161030a.1	LdBPK_161030a.1.1	hypothetical protein, unknown function	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	426	None	No	N/A	hypothetical protein, unknown function
LdBPK_161060.1	LdBPK_161060.1.1	Protein of unknown function (DUF3184), putative	N/A	213	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	888	None	No	N/A	Protein of unknown function (DUF3184), putative
LdBPK_161070.1	LdBPK_161070.1.1	hypothetical protein, unknown function (fragment)	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	480	None	No	N/A	hypothetical protein, unknown function (fragment)
LdBPK_161130.1	LdBPK_161130.1.1	hypothetical protein, unknown function	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5775	None	No	N/A	hypothetical protein, unknown function
LdBPK_161140.1	LdBPK_161140.1.1	hypothetical protein, conserved	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1680	None	No	N/A	hypothetical protein, conserved
LdBPK_161270.1	LdBPK_161270.1.1	Cullin family/Cullin protein neddylation domain containing protein, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	6606	None	No	N/A	Cullin family/Cullin protein neddylation domain containing protein, putative
LdBPK_161310.1	LdBPK_161310.1.1	hypothetical protein, conserved	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5229	None	No	N/A	hypothetical protein, conserved
LdBPK_161380.1	LdBPK_161380.1.1	cytochrome c, putative	N/A	89	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	663	None	No	N/A	cytochrome c, putative
LdBPK_161400.1	LdBPK_161400.1.1	hypothetical protein, conserved	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4110	None	No	N/A	hypothetical protein, conserved
LdBPK_161460.1	LdBPK_161460.1.1	hypothetical protein, conserved	N/A	41	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2805	None	No	N/A	hypothetical protein, conserved
LdBPK_161490.1	LdBPK_161490.1.1	hypothetical protein, conserved	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1569	None	No	N/A	hypothetical protein, conserved
LdBPK_161550.1	LdBPK_161550.1.1	kinesin, putative (fragment)	N/A	102	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	249	None	No	N/A	kinesin, putative (fragment)
LdBPK_161630.1	LdBPK_161630.1.1	endoplasmic reticulum oxidoreductin, putative	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1332	None	No	N/A	endoplasmic reticulum oxidoreductin, putative
LdBPK_161670.1	LdBPK_161670.1.1	hypothetical protein, conserved	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1026	None	No	N/A	hypothetical protein, conserved
LdBPK_161680.1	LdBPK_161680.1.1	kinesin, putative	N/A	58	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3249	None	No	N/A	kinesin, putative
LdBPK_170040.1	LdBPK_170040.1.1	Ring finger domain containing protein, putative	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	636	None	No	N/A	Ring finger domain containing protein, putative
LdBPK_170130.1	LdBPK_170130.1.1	receptor-type adenylate cyclase, putative (fragment)	N/A	1358	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2859	None	No	N/A	receptor-type adenylate cyclase, putative (fragment)
LdBPK_170140.1	LdBPK_170140.1.1	receptor-type adenylate cyclase b (fragment)	N/A	1358	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2055	None	No	N/A	receptor-type adenylate cyclase b (fragment)
LdBPK_170200.1	LdBPK_170200.1.1	elongation factor 1-alpha (fragment)	N/A	1358	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	114	None	No	N/A	elongation factor 1-alpha (fragment)
LdBPK_170240.1	LdBPK_170240.1.1	hypothetical protein, unknown function	N/A	39	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2604	None	No	N/A	hypothetical protein, unknown function
LdBPK_170270.1	LdBPK_170270.1.1	kinesin motor domain containing protein, putative	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3306	None	No	N/A	kinesin motor domain containing protein, putative
LdBPK_170280.1	LdBPK_170280.1.1	WD domain, G-beta repeat, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1845	None	No	N/A	WD domain, G-beta repeat, putative
LdBPK_170350.1	LdBPK_170350.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	612	None	No	N/A	hypothetical protein, conserved
LdBPK_170380.1	LdBPK_170380.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5208	None	No	N/A	hypothetical protein, conserved
LdBPK_170450.1	LdBPK_170450.1.1	Ring finger domain containing protein, putative	N/A	40	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3174	None	No	N/A	Ring finger domain containing protein, putative
LdBPK_170490.1	LdBPK_170490.1.1	hypothetical protein, conserved	N/A	30	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5592	None	No	N/A	hypothetical protein, conserved
LdBPK_170560.1	LdBPK_170560.1.1	hypothetical protein	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4281	None	No	N/A	hypothetical protein
LdBPK_170570.1	LdBPK_170570.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3093	None	No	N/A	hypothetical protein, unknown function
LdBPK_170580.1	LdBPK_170580.1.1	hypothetical protein, unknown function	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2541	None	No	N/A	hypothetical protein, unknown function
LdBPK_170590.1	LdBPK_170590.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3195	None	No	N/A	hypothetical protein, conserved
LdBPK_170620.1	LdBPK_170620.1.1	hypothetical protein, conserved	N/A	52	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	666	None	No	N/A	hypothetical protein, conserved
LdBPK_170630.1	LdBPK_170630.1.1	hypothetical protein, conserved	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3636	None	No	N/A	hypothetical protein, conserved
LdBPK_170670.1	LdBPK_170670.1.1	Acyl CoA binding protein, putative	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1500	None	No	N/A	Acyl CoA binding protein, putative
LdBPK_170720.1	LdBPK_170720.1.1	Alpha/beta hydrolase family, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	969	None	No	N/A	Alpha/beta hydrolase family, putative
LdBPK_170750.1	LdBPK_170750.1.1	GRAM domain containing protein, putative	N/A	58	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1290	None	No	N/A	GRAM domain containing protein, putative
LdBPK_170810.1	LdBPK_170810.1.1	protein kinase, putative	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5517	None	No	N/A	protein kinase, putative
LdBPK_170900.1	LdBPK_170900.1.1	RNA-binding protein, putative	RBP30	1	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	519	None	No	N/A	RNA-binding protein, putative
LdBPK_170910.1	LdBPK_170910.1.1	G-patch domain containing protein, putative	N/A	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	624	None	No	N/A	G-patch domain containing protein, putative
LdBPK_170970.1	LdBPK_170970.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1335	None	No	N/A	hypothetical protein, conserved
LdBPK_170980.1	LdBPK_170980.1.1	hypothetical protein, conserved	N/A	84	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1686	None	No	N/A	hypothetical protein, conserved
LdBPK_171110.1	LdBPK_171110.1.1	hydrolase, alpha/beta fold family-like protein	N/A	141	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1011	None	No	N/A	hydrolase, alpha/beta fold family-like protein
LdBPK_171240.1	LdBPK_171240.1.1	WW domain containing protein, putative	N/A	75	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4191	None	No	N/A	WW domain containing protein, putative
LdBPK_171250.1	LdBPK_171250.1.1	5'-3' exoribonuclease B, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1458	None	No	N/A	5'-3' exoribonuclease B, putative
LdBPK_171270.1	LdBPK_171270.1.1	hypothetical protein, unknown function	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1797	None	No	N/A	hypothetical protein, unknown function
LdBPK_171300.1	LdBPK_171300.1.1	hypothetical protein, conserved	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2568	None	No	N/A	hypothetical protein, conserved
LdBPK_171310.1	LdBPK_171310.1.1	MSP (Major sperm protein) domain containing protein, putative	N/A	38	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1368	None	No	N/A	MSP (Major sperm protein) domain containing protein, putative
LdBPK_171410.1	LdBPK_171410.1.1	methyltransferase domain containing protein, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3147	None	No	N/A	methyltransferase domain containing protein, putative
LdBPK_171520.1	LdBPK_171520.1.1	otubain cysteine peptidase, Clan CA, family C65, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	813	None	No	N/A	otubain cysteine peptidase, Clan CA, family C65, putative
LdBPK_171550.1	LdBPK_171550.1.1	major facilitator superfamily, putative	N/A	41	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1548	None	No	N/A	major facilitator superfamily, putative
LdBPK_180130.1	LdBPK_180130.1.1	Domain of unknown function DUF21, putative	N/A	58	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2112	None	No	N/A	Domain of unknown function DUF21, putative
LdBPK_180170.1	LdBPK_180170.1.1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	N/A	209	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	840	None	No	N/A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative
LdBPK_180280.1	LdBPK_180280.1.1	hypothetical protein, conserved	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2115	None	No	N/A	hypothetical protein, conserved
LdBPK_180400.1	LdBPK_180400.1.1	UDP-galactose transporter	LPG5B	141	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1692	None	No	N/A	UDP-galactose transporter
LdBPK_180420.1	LdBPK_180420.1.1	hypothetical protein, conserved	N/A	60	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	414	None	No	N/A	hypothetical protein, conserved
LdBPK_180440.1	LdBPK_180440.1.1	phosphatidic acid phosphatase, putative	N/A	213	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1254	None	No	N/A	phosphatidic acid phosphatase, putative
