Ldon gene	Lbraz gene	% identity	length	mismatch
LdBPK_340850.1	LBRM2903_200014200	93.8	162	10
LdBPK_352240.1	LBRM2903_340028500	93.8	275	16
LdBPK_363900.1	LBRM2903_350049700	93.8	452	28
LdBPK_040470.1	LBRM2903_040010300	93.7	190	12
LdBPK_070520.1	LBRM2903_070011700	93.7	159	10
LdBPK_080340.1	LBRM2903_080008600	93.7	95	6
LdBPK_110210.1	LBRM2903_190005700	93.7	444	27
LdBPK_171390.1	LBRM2903_170021100	93.7	709	45
LdBPK_220650.1	LBRM2903_220011900	93.7	302	12
LdBPK_241310.1	LBRM2903_240020600	93.7	79	5
LdBPK_251790.1	LBRM2903_250026100	93.7	350	22
LdBPK_290370.1	LBRM2903_290009400	93.7	174	11
LdBPK_303280.1	LBRM2903_300039600	93.7	95	6
LdBPK_342100.1	LBRM2903_200028900	93.7	143	9
LdBPK_351240.1	LBRM2903_340017600	93.7	254	16
LdBPK_030150.1	LBRM2903_030006600	93.6	724	46
LdBPK_051140.1	LBRM2903_050017400	93.6	357	23
LdBPK_060340.1	LBRM2903_060008900	93.6	905	58
LdBPK_070550.1	LBRM2903_070012100	93.6	264	17
LdBPK_070660.1	LBRM2903_070013100	93.6	575	36
LdBPK_130460.1	LBRM2903_130009200	93.6	141	9
LdBPK_151270.1	LBRM2903_150019100	93.6	171	11
LdBPK_170080.1	LBRM2903_170006100	93.6	187	12
LdBPK_191480.1	LBRM2903_190023800	93.6	362	23
LdBPK_210880.1	LBRM2903_210013500	93.6	1974	118
LdBPK_211740.1	LBRM2903_210022800	93.6	544	35
LdBPK_212080.1	LBRM2903_210025900	93.6	156	10
LdBPK_242200.1	LBRM2903_240029500	93.6	501	32
LdBPK_300050.1	LBRM2903_300005600	93.6	762	48
LdBPK_311600.1	LBRM2903_310027300	93.6	157	10
LdBPK_312060.1	LBRM2903_310031100	93.6	376	24
LdBPK_320400.1	LBRM2903_320009400	93.6	359	23
LdBPK_320460.1	LBRM2903_320010100	93.6	267	14
LdBPK_351750.1	LBRM2903_340023000	93.6	140	9
LdBPK_353280.1	LBRM2903_340040100	93.6	409	26
LdBPK_355300.1	LBRM2903_340063500	93.6	357	23
LdBPK_361670.1	LBRM2903_350024100	93.6	265	16
LdBPK_363200.1	LBRM2903_350041400	93.6	140	9
LdBPK_363720.1	LBRM2903_350047800	93.6	392	25
LdBPK_366760.1	LBRM2903_350081100	93.6	358	23
LdBPK_010280.1	LBRM2903_010007700	93.5	413	27
LdBPK_040600.1	LBRM2903_040012200	93.5	62	4
LdBPK_130140.1	LBRM2903_130006500	93.5	186	12
LdBPK_130390.1	LBRM2903_130008500	93.5	2154	136
LdBPK_190800.1	LBRM2903_190017200	93.5	616	36
LdBPK_212070.1	LBRM2903_210025800	93.5	231	15
LdBPK_220700.1	LBRM2903_220013100	93.5	279	18
LdBPK_252140.1	LBRM2903_250029600	93.5	370	23
LdBPK_290140.1	LBRM2903_290006800	93.5	337	22
LdBPK_303400.1	LBRM2903_300040900	93.5	321	21
LdBPK_311580.1	LBRM2903_310027100	93.5	261	17
LdBPK_324110.1	LBRM2903_320052000	93.5	185	12
LdBPK_350130.1	LBRM2903_340006700	93.5	186	12
LdBPK_351390.1	LBRM2903_340019300	93.5	490	32
LdBPK_020340.1	LBRM2903_020009400	93.4	531	32
LdBPK_090450.1	LBRM2903_090009700	93.4	198	12
LdBPK_120100.1	LBRM2903_120006100	93.4	229	15
LdBPK_160560.1	LBRM2903_160011700	93.4	457	30
LdBPK_241610.1	LBRM2903_240023000	93.4	166	11
LdBPK_282200.1	LBRM2903_280028900	93.4	137	9
LdBPK_322160.1	LBRM2903_320028900	93.4	197	13
LdBPK_330710.1	LBRM2903_330012400	93.4	152	10
LdBPK_352760.1	LBRM2903_340034300	93.4	302	20
LdBPK_353090.1	LBRM2903_340038100	93.4	271	18
LdBPK_353300.1	LBRM2903_340040300	93.4	363	24
LdBPK_363020.1	LBRM2903_350039300	93.4	137	9
LdBPK_366380.1	LBRM2903_350075900	93.4	271	18
LdBPK_041190.1	LBRM2903_040019500	93.3	315	17
LdBPK_091590.1	LBRM2903_090022200	93.3	120	8
LdBPK_110350.1	LBRM2903_110021000	93.3	253	17
LdBPK_130280.1	LBRM2903_130008000	93.3	1086	73
LdBPK_212170.1	LBRM2903_210026600	93.3	105	7
LdBPK_221190.1	LBRM2903_220018800	93.3	511	34
LdBPK_241050.1	LBRM2903_240016400	93.3	210	14
LdBPK_250630.1	LBRM2903_250013200	93.3	1305	86
LdBPK_290950.1	LBRM2903_290016000	93.3	179	12
LdBPK_292430.1	LBRM2903_290029700	93.3	371	25
LdBPK_292940.1	LBRM2903_290036700	93.3	210	14
LdBPK_331350.1	LBRM2903_330020100	93.3	164	11
LdBPK_353880.1	LBRM2903_340047800	93.3	254	17
LdBPK_354770.1	LBRM2903_340057300	93.3	479	32
LdBPK_364720.1	LBRM2903_350058200	93.3	267	18
LdBPK_041170.1	LBRM2903_040019300	93.2	351	24
LdBPK_051190.1	LBRM2903_050018000	93.2	103	7
LdBPK_131020.1	LBRM2903_130015300	93.2	88	6
LdBPK_190730.1	LBRM2903_190016300	93.2	385	26
LdBPK_210770.1	LBRM2903_210012300	93.2	659	43
LdBPK_220880.1	LBRM2903_220015300	93.2	103	7
LdBPK_240930.1	LBRM2903_240015200	93.2	806	46
LdBPK_260160.1	LBRM2903_260006800	93.2	250	17
LdBPK_320730.1	LBRM2903_320013000	93.2	234	15
LdBPK_321160.1	LBRM2903_320017800	93.2	1037	71
LdBPK_322540.1	LBRM2903_320033000	93.2	338	23
LdBPK_342720.1	LBRM2903_200036500	93.2	118	8
LdBPK_352040.1	LBRM2903_340026400	93.2	133	9
LdBPK_353540.1	LBRM2903_340043200	93.2	426	29
LdBPK_365970.1	LBRM2903_350071300	93.2	88	6
LdBPK_060590.1	LBRM2903_060011600	93.1	145	10
LdBPK_110600.1	LBRM2903_110008500	93.1	534	35
LdBPK_111000.1	LBRM2903_110014600	93.1	914	63
LdBPK_181360.1	LBRM2903_180020300	93.1	378	26
LdBPK_272170.1	LBRM2903_270031400	93.1	245	17
LdBPK_292870.1	LBRM2903_290034700	93.1	568	39
LdBPK_300470.1	LBRM2903_300011200	93.1	550	38
LdBPK_303320.1	LBRM2903_300040000	93.1	159	11
LdBPK_320520.1	LBRM2903_320011100	93.1	203	14
LdBPK_363530.1	LBRM2903_350045600	93.1	102	7
LdBPK_060160.1	LBRM2903_060006800	93	454	32
LdBPK_131100.1	LBRM2903_130016100	93	185	13
LdBPK_131350.1	LBRM2903_130020900	93	729	49
LdBPK_140280.1	LBRM2903_140007900	93	859	60
LdBPK_141350.1	LBRM2903_350012500	93	43	3
LdBPK_191100.1	LBRM2903_190018800	93	412	29
LdBPK_351820.1	LBRM2903_340023700	93	739	52
LdBPK_210720.1	LBRM2903_210011800	93	327	23
LdBPK_210020.1	LBRM2903_060005400	93	100	7
LdBPK_251040.1	LBRM2903_250018000	93	431	30
LdBPK_260890.1	LBRM2903_260014100	93	171	12
LdBPK_301650.1	LBRM2903_300022700	93	128	9
LdBPK_302000.1	LBRM2903_300025500	93	129	9
LdBPK_354230.1	LBRM2903_340051100	93	487	34
LdBPK_360270.1	LBRM2903_350008700	93	544	33
LdBPK_363620.1	LBRM2903_350046700	93	200	14
LdBPK_364180.1	LBRM2903_350052600	93	215	14
LdBPK_010050.1	LBRM2903_010005400	92.9	665	47
LdBPK_060760.1	LBRM2903_060013300	92.9	338	24
LdBPK_081010.1	LBRM2903_080016500	92.9	365	26
LdBPK_140590.1	LBRM2903_140011100	92.9	126	9
LdBPK_140840.1	LBRM2903_140013200	92.9	184	13
LdBPK_161330.1	LBRM2903_160020900	92.9	99	7
LdBPK_161730.1	LBRM2903_160025000	92.9	239	17
LdBPK_170330.1	LBRM2903_170008400	92.9	182	8
LdBPK_180780.1	LBRM2903_180014100	92.9	239	17
LdBPK_190170.1	LBRM2903_190009500	92.9	407	29
LdBPK_210600.1	LBRM2903_210010600	92.9	336	24
LdBPK_211830.1	LBRM2903_210023500	92.9	395	27
LdBPK_240730.1	LBRM2903_240013200	92.9	85	6
LdBPK_251350.1	LBRM2903_250022500	92.9	84	6
LdBPK_260230.1	LBRM2903_260007500	92.9	182	13
LdBPK_261080.1	LBRM2903_260016200	92.9	126	9
LdBPK_270790.1	LBRM2903_270016000	92.9	410	29
LdBPK_280120.1	LBRM2903_280006800	92.9	140	10
LdBPK_280260.1	LBRM2903_280010600	92.9	522	37
LdBPK_281680.1	LBRM2903_280023300	92.9	239	17
LdBPK_310260.1	LBRM2903_310010300	92.9	910	65
LdBPK_311810.1	LBRM2903_310029700	92.9	42	3
LdBPK_332000.1	LBRM2903_330028500	92.9	126	9
LdBPK_340770.1	LBRM2903_200013500	92.9	210	15
LdBPK_340790.1	LBRM2903_200013700	92.9	468	33
LdBPK_055450.1	LBRM2903_340005600	92.9	468	33
LdBPK_353330.1	LBRM2903_340040600	92.9	183	13
LdBPK_353750.1	LBRM2903_340046300	92.9	225	16
LdBPK_366730.1	LBRM2903_350080700	92.9	197	14
LdBPK_367020.1	LBRM2903_350083900	92.9	350	25
LdBPK_081110.1	LBRM2903_080017500	92.8	195	14
LdBPK_090455.1	LBRM2903_090006800	92.8	97	7
LdBPK_131320.1	LBRM2903_130020600	92.8	138	10
LdBPK_150050.1	LBRM2903_150005500	92.8	279	20
LdBPK_180620.1	LBRM2903_180011700	92.8	597	43
LdBPK_181140.1	LBRM2903_180017800	92.8	236	17
LdBPK_190540.1	LBRM2903_190013300	92.8	401	29
LdBPK_201740.1	LBRM2903_200074700	92.8	125	9
LdBPK_230150.1	LBRM2903_230006300	92.8	167	12
LdBPK_242340.1	LBRM2903_240030900	92.8	431	30
LdBPK_261920.1	LBRM2903_260023100	92.8	320	23
LdBPK_272140.1	LBRM2903_270031000	92.8	345	25
LdBPK_300650.1	LBRM2903_300012900	92.8	473	34
LdBPK_311670.1	LBRM2903_310028000	92.8	475	34
LdBPK_323950.1	LBRM2903_320050100	92.8	83	6
LdBPK_342080.1	LBRM2903_200028700	92.8	83	6
LdBPK_353370.1	LBRM2903_340041000	92.8	208	15
LdBPK_353590.1	LBRM2903_340043800	92.8	221	16
LdBPK_354920.1	LBRM2903_340058600	92.8	349	24
LdBPK_361720.1	LBRM2903_350024600	92.8	166	12
LdBPK_141180.1	LBRM2903_140016900	92.7	178	13
LdBPK_242160.1	LBRM2903_240029200	92.7	219	16
LdBPK_290400.1	LBRM2903_290009800	92.7	260	19
LdBPK_291360.1	LBRM2903_290020000	92.7	865	63
LdBPK_291530.1	LBRM2903_290022000	92.7	165	12
LdBPK_300740.1	LBRM2903_300013800	92.7	546	40
LdBPK_302750.1	LBRM2903_300033700	92.7	234	17
LdBPK_310410.1	LBRM2903_310011600	92.7	778	57
LdBPK_320830.1	LBRM2903_320014000	92.7	165	12
LdBPK_322330.1	LBRM2903_320030900	92.7	233	16
LdBPK_355260.1	LBRM2903_340063100	92.7	191	14
LdBPK_365540.1	LBRM2903_350067100	92.7	371	27
LdBPK_366370.1	LBRM2903_350075600	92.7	165	12
LdBPK_071160.1	LBRM2903_070019600	92.6	162	12
LdBPK_101250.1	LBRM2903_100022000	92.6	216	16
LdBPK_131390.1	LBRM2903_130021300	92.6	4666	341
LdBPK_160190.1	LBRM2903_160007100	92.6	136	10
LdBPK_190180.1	LBRM2903_190009600	92.6	163	12
LdBPK_211980.1	LBRM2903_210025000	92.6	340	25
LdBPK_220720.1	LBRM2903_220013300	92.6	122	9
LdBPK_242410.1	LBRM2903_240031600	92.6	350	26
LdBPK_281010.1	LBRM2903_280015400	92.6	189	14
LdBPK_311640.1	LBRM2903_310027700	92.6	271	20
LdBPK_323410.1	LBRM2903_320043100	92.6	216	16
LdBPK_350700.1	LBRM2903_340011900	92.6	622	46
LdBPK_351210.1	LBRM2903_340017300	92.6	704	52
LdBPK_361680.1	LBRM2903_350024200	92.6	27	2
LdBPK_361690.1	LBRM2903_350024200	92.6	27	2
LdBPK_361960.1	LBRM2903_350027100	92.6	633	47
LdBPK_363810.1	LBRM2903_350048900	92.6	393	29
LdBPK_010440.1	LBRM2903_010009300	92.5	200	15
LdBPK_030070.1	LBRM2903_030005800	92.5	628	47
LdBPK_051040.1	LBRM2903_050016400	92.5	358	26
LdBPK_081040.1	LBRM2903_080016800	92.5	371	28
LdBPK_100540.1	LBRM2903_100014300	92.5	388	29
LdBPK_141090.1	LBRM2903_140016000	92.5	505	38
LdBPK_170010.1	LBRM2903_170005400	92.5	774	58
LdBPK_180150.1	LBRM2903_180006600	92.5	469	35
LdBPK_181180.1	LBRM2903_180018300	92.5	93	7
LdBPK_200090.1	LBRM2903_200056700	92.5	575	43
LdBPK_201020.1	LBRM2903_200066300	92.5	107	8
LdBPK_201660.1	LBRM2903_200073700	92.5	281	21
LdBPK_252450.1	LBRM2903_250032600	92.5	389	29
LdBPK_261590.1	LBRM2903_260022000	92.5	562	41
LdBPK_290120.1	LBRM2903_290006600	92.5	909	68
LdBPK_310070.1	LBRM2903_310008200	92.5	133	10
LdBPK_323770.1	LBRM2903_320047900	92.5	147	11
LdBPK_331890.1	LBRM2903_330026900	92.5	253	19
LdBPK_342170.1	LBRM2903_200029700	92.5	334	25
LdBPK_351720.1	LBRM2903_340022600	92.5	372	28
LdBPK_363100.1	LBRM2903_350040300	92.5	413	31
LdBPK_010290.1	LBRM2903_010007900	92.4	172	13
LdBPK_010670.1	LBRM2903_010012000	92.4	500	31
LdBPK_110140.1	LBRM2903_190006500	92.4	291	22
LdBPK_130820.1	LBRM2903_130013200	92.4	275	21
LdBPK_170230.1	LBRM2903_170007000	92.4	317	24
LdBPK_171370.1	LBRM2903_170020900	92.4	317	24
LdBPK_181510.1	LBRM2903_180021700	92.4	911	69
LdBPK_241890.1	LBRM2903_240026600	92.4	250	19
LdBPK_250020.1	LBRM2903_250005100	92.4	185	14
LdBPK_250460.1	LBRM2903_250009900	92.4	383	26
LdBPK_261910.1	LBRM2903_260023000	92.4	1222	91
LdBPK_281620.1	LBRM2903_280022700	92.4	132	10
LdBPK_290440.1	LBRM2903_290010200	92.4	564	43
LdBPK_300780.1	LBRM2903_300014200	92.4	171	13
LdBPK_303230.1	LBRM2903_300039100	92.4	434	33
LdBPK_331320.1	LBRM2903_330019700	92.4	330	21
LdBPK_341250.1	LBRM2903_200020700	92.4	450	34
LdBPK_352280.1	LBRM2903_340028900	92.4	291	22
LdBPK_361930.1	LBRM2903_350026800	92.4	527	40
LdBPK_363820.1	LBRM2903_350049000	92.4	198	15
LdBPK_366450.1	LBRM2903_350076600	92.4	185	14
LdBPK_050860.1	LBRM2903_050014300	92.3	155	12
LdBPK_060350.1	LBRM2903_060009000	92.3	404	31
LdBPK_071000.1	LBRM2903_070017100	92.3	181	13
LdBPK_150270.1	LBRM2903_150007600	92.3	586	45
LdBPK_151050.1	LBRM2903_150013400	92.3	182	14
LdBPK_161480.1	LBRM2903_160022300	92.3	194	15
LdBPK_191500.1	LBRM2903_190024100	92.3	117	9
LdBPK_231080.1	LBRM2903_230018600	92.3	444	33
LdBPK_300170.1	LBRM2903_300007200	92.3	298	23
LdBPK_302860.1	LBRM2903_300034700	92.3	104	8
LdBPK_331730.1	LBRM2903_330025200	92.3	196	15
LdBPK_354890.1	LBRM2903_340058300	92.3	389	30
LdBPK_360940.1	LBRM2903_350015600	92.3	260	20
LdBPK_010150.1	LBRM2903_010006400	92.2	116	9
LdBPK_040400.1	LBRM2903_040009200	92.2	360	28
LdBPK_120080.1	LBRM2903_120005800	92.2	205	16
LdBPK_120850.1	LBRM2903_200076200	92.2	344	26
LdBPK_131370.1	LBRM2903_130021100	92.2	1580	120
LdBPK_150310.1	LBRM2903_150008000	92.2	257	20
LdBPK_230930.1	LBRM2903_230017400	92.2	348	27
LdBPK_240650.1	LBRM2903_240012200	92.2	577	43
LdBPK_241900.1	LBRM2903_240026700	92.2	244	15
LdBPK_250140.1	LBRM2903_250006600	92.2	129	10
LdBPK_270920.1	LBRM2903_270017300	92.2	663	52
LdBPK_292080.1	LBRM2903_290025600	92.2	567	44
LdBPK_300280.1	LBRM2903_300008600	92.2	204	15
LdBPK_302380.1	LBRM2903_300029600	92.2	179	14
LdBPK_303220.1	LBRM2903_300038600	92.2	141	11
LdBPK_323510.1	LBRM2903_320044300	92.2	476	37
LdBPK_330340.1	LBRM2903_330008100	92.2	665	50
LdBPK_330740.1	LBRM2903_330012700	92.2	154	12
LdBPK_331940.1	LBRM2903_330027600	92.2	218	16
LdBPK_352780.1	LBRM2903_340034500	92.2	411	32
LdBPK_141240.1	LBRM2903_140017700	92.1	429	34
LdBPK_200630.1	LBRM2903_200062000	92.1	597	47
LdBPK_252160.1	LBRM2903_250029800	92.1	887	70
LdBPK_262280.1	LBRM2903_260026800	92.1	267	21
LdBPK_323460.1	LBRM2903_320043700	92.1	279	22
LdBPK_331800.1	LBRM2903_330026000	92.1	1103	87
LdBPK_344230.1	LBRM2903_200055000	92.1	279	22
LdBPK_350030.1	LBRM2903_340005600	92.1	63	5
LdBPK_360370.1	LBRM2903_350009700	92.1	63	5
LdBPK_366140.1	LBRM2903_350073100	92.1	365	28
LdBPK_050060.1	LBRM2903_050005500	92	833	67
LdBPK_100790.1	LBRM2903_100016800	92	125	9
LdBPK_190220.1	LBRM2903_190010000	92	646	52
LdBPK_231770.1	LBRM2903_230027000	92	138	11
LdBPK_282040.1	LBRM2903_280027300	92	113	9
LdBPK_290700.1	LBRM2903_290013000	92	138	11
LdBPK_300560.1	LBRM2903_300012000	92	188	15
LdBPK_303720.1	LBRM2903_300044300	92	224	18
LdBPK_312960.1	LBRM2903_310042100	92	677	53
LdBPK_322480.1	LBRM2903_320032900	92	138	11
LdBPK_362980.1	LBRM2903_350039100	92	1146	90
LdBPK_363140.1	LBRM2903_350040700	92	486	39
LdBPK_365320.1	LBRM2903_350064300	92	276	21
LdBPK_365650.1	LBRM2903_350068200	92	398	32
LdBPK_060960.1	LBRM2903_060016000	91.9	719	58
LdBPK_150320.1	LBRM2903_150008200	91.9	86	7
LdBPK_210740.1	LBRM2903_210012000	91.9	432	32
LdBPK_231570.1	LBRM2903_230024600	91.9	4768	371
LdBPK_261650.1	LBRM2903_260022500	91.9	602	49
LdBPK_271250.1	LBRM2903_270020300	91.9	430	35
LdBPK_272350.1	LBRM2903_270033300	91.9	396	32
LdBPK_281900.1	LBRM2903_280025800	91.9	847	69
LdBPK_322600.1	LBRM2903_320034200	91.9	356	29
LdBPK_333370.1	LBRM2903_330043700	91.9	533	43
LdBPK_363740.1	LBRM2903_350048200	91.9	467	38
LdBPK_365090.1	LBRM2903_350062000	91.9	235	19
LdBPK_367320.1	LBRM2903_350086700	91.9	458	37
LdBPK_040810.1	LBRM2903_040014200	91.8	438	35
LdBPK_110180.1	LBRM2903_190006100	91.8	196	16
LdBPK_190400.1	LBRM2903_190011800	91.8	280	23
LdBPK_191280.1	LBRM2903_190021000	91.8	282	23
LdBPK_201480.1	LBRM2903_200071500	91.8	244	20
LdBPK_220630.1	LBRM2903_220012900	91.8	366	30
LdBPK_220960.1	LBRM2903_220016100	91.8	319	26
LdBPK_240310.1	LBRM2903_240008200	91.8	549	45
LdBPK_252330.1	LBRM2903_250031400	91.8	330	27
LdBPK_270310.1	LBRM2903_270008100	91.8	723	59
LdBPK_280670.1	LBRM2903_280012000	91.8	219	18
LdBPK_281390.1	LBRM2903_280020100	91.8	452	37
LdBPK_300810.1	LBRM2903_300014500	91.8	1063	82
LdBPK_310110.1	LBRM2903_310008600	91.8	364	30
LdBPK_331480.1	LBRM2903_330022300	91.8	292	23
LdBPK_351800.1	LBRM2903_340023500	91.8	441	36
LdBPK_355180.1	LBRM2903_340062300	91.8	464	38
LdBPK_363420.1	LBRM2903_350044300	91.8	194	16
LdBPK_366920.1	LBRM2903_350082700	91.8	355	29
LdBPK_080080.1	LBRM2903_080006200	91.7	685	57
LdBPK_100310.1	LBRM2903_100008200	91.7	435	36
LdBPK_101440.1	LBRM2903_100024100	91.7	493	41
LdBPK_120010.1	LBRM2903_120005000	91.7	301	25
LdBPK_140530.1	LBRM2903_140010500	91.7	109	9
LdBPK_171440.1	LBRM2903_170021500	91.7	240	20
LdBPK_181310.1	LBRM2903_180019700	91.7	589	46
LdBPK_242380.1	LBRM2903_240031300	91.7	744	61
LdBPK_252290.1	LBRM2903_250031000	91.7	373	31
LdBPK_260760.1	LBRM2903_260012800	91.7	132	11
LdBPK_262600.1	LBRM2903_260031100	91.7	433	36
LdBPK_300060.1	LBRM2903_300005700	91.7	240	20
LdBPK_303290.1	LBRM2903_300039700	91.7	577	47
LdBPK_313260.1	LBRM2903_310046000	91.7	687	57
LdBPK_320560.1	LBRM2903_320010700	91.7	145	12
LdBPK_323520.1	LBRM2903_320044400	91.7	303	25
LdBPK_340780.1	LBRM2903_200013600	91.7	468	39
LdBPK_354340.1	LBRM2903_340052500	91.7	169	14
LdBPK_060370.1	LBRM2903_060009200	91.6	379	32
LdBPK_180370.1	LBRM2903_180008900	91.6	464	35
LdBPK_191650.1	LBRM2903_190025800	91.6	308	26
LdBPK_212020.1	LBRM2903_210025400	91.6	296	25
LdBPK_221220.1	LBRM2903_220019100	91.6	536	45
LdBPK_251160.1	LBRM2903_250020200	91.6	499	42
LdBPK_261710.1	LBRM2903_230030800	91.6	1025	86
LdBPK_281850.1	LBRM2903_280025300	91.6	994	79
LdBPK_300030.1	LBRM2903_300005400	91.6	237	20
LdBPK_300420.1	LBRM2903_300010700	91.6	486	33
LdBPK_320050.1	LBRM2903_320005800	91.6	333	28
LdBPK_331270.1	LBRM2903_330019200	91.6	346	29
LdBPK_331810.1	LBRM2903_330026100	91.6	644	50
LdBPK_340980.1	LBRM2903_200016000	91.6	107	9
LdBPK_351420.1	LBRM2903_340019600	91.6	787	65
LdBPK_363060.1	LBRM2903_350039800	91.6	345	29
LdBPK_363750.1	LBRM2903_350048300	91.6	333	28
LdBPK_365930.1	LBRM2903_350070900	91.6	238	20
LdBPK_171220.1	LBRM2903_170019300	91.5	118	10
LdBPK_180890.1	LBRM2903_180015200	91.5	223	19
LdBPK_191430.1	LBRM2903_190022800	91.5	293	22
LdBPK_200720.1	LBRM2903_200063200	91.5	599	51
LdBPK_231680.1	LBRM2903_230025900	91.5	247	21
LdBPK_240420.1	LBRM2903_240009200	91.5	307	26
LdBPK_262020.1	LBRM2903_260024100	91.5	94	8
LdBPK_272210.1	LBRM2903_270031800	91.5	355	30
LdBPK_290500.1	LBRM2903_290011000	91.5	364	31
LdBPK_292270.1	LBRM2903_290028100	91.5	445	38
LdBPK_302920.1	LBRM2903_300035500	91.5	585	50
LdBPK_302930.1	LBRM2903_300035600	91.5	386	33
LdBPK_343690.1	LBRM2903_200048800	91.5	4645	394
LdBPK_351940.1	LBRM2903_340025100	91.5	235	20
LdBPK_354790.1	LBRM2903_340057500	91.5	106	9
LdBPK_363680.1	LBRM2903_350047300	91.5	259	22
LdBPK_364880.1	LBRM2903_350059800	91.5	224	19
LdBPK_110130.1	LBRM2903_190006600	91.4	279	24
LdBPK_131000.1	LBRM2903_130015100	91.4	1073	92
LdBPK_151490.1	LBRM2903_150021500	91.4	569	48
LdBPK_151580.1	LBRM2903_150022300	91.4	198	17
LdBPK_211220.1	LBRM2903_210016700	91.4	1807	148
LdBPK_242060.1	LBRM2903_240028300	91.4	266	23
LdBPK_251020.1	LBRM2903_250017700	91.4	162	14
LdBPK_260940.1	LBRM2903_260014600	91.4	525	45
LdBPK_072500.1	LBRM2903_270025700	91.4	525	44
LdBPK_270230.1	LBRM2903_270007600	91.4	187	16
LdBPK_271820.1	LBRM2903_270027100	91.4	140	12
LdBPK_283000.1	LBRM2903_280037300	91.4	654	56
LdBPK_300080.1	LBRM2903_300005900	91.4	420	36
LdBPK_303150.1	LBRM2903_300037800	91.4	370	32
LdBPK_303200.1	LBRM2903_300038300	91.4	315	27
LdBPK_320410.1	LBRM2903_320009500	91.4	535	38
LdBPK_330080.1	LBRM2903_330005700	91.4	174	15
LdBPK_331820.1	LBRM2903_330026300	91.4	408	35
LdBPK_355250.1	LBRM2903_340063000	91.4	255	22
LdBPK_010610.1	LBRM2903_010011400	91.3	424	37
LdBPK_050450.1	LBRM2903_050009700	91.3	196	17
LdBPK_100960.1	LBRM2903_100018600	91.3	208	18
LdBPK_131200.1	LBRM2903_130017200	91.3	196	17
LdBPK_140220.1	LBRM2903_140007300	91.3	450	39
LdBPK_140910.1	LBRM2903_140012700	91.3	115	10
LdBPK_140920.1	LBRM2903_140012700	91.3	115	10
LdBPK_150780.1	LBRM2903_150016000	91.3	149	12
LdBPK_161470.1	LBRM2903_160022200	91.3	287	25
LdBPK_181050.1	LBRM2903_180016900	91.3	1341	115
LdBPK_190120.1	LBRM2903_190009000	91.3	253	22
LdBPK_191620.1	LBRM2903_190025500	91.3	598	52
LdBPK_220450.1	LBRM2903_220010700	91.3	183	16
LdBPK_241270.1	LBRM2903_240018700	91.3	355	31
LdBPK_321120.1	LBRM2903_320017400	91.3	601	52
LdBPK_355330.1	LBRM2903_340060000	91.3	391	33
LdBPK_010330.1	LBRM2903_010008300	91.2	306	27
LdBPK_040550.1	LBRM2903_040011200	91.2	205	17
LdBPK_051130.1	LBRM2903_050017300	91.2	478	42
LdBPK_080190.1	LBRM2903_080007200	91.2	294	26
LdBPK_090060.1	LBRM2903_090005500	91.2	249	22
LdBPK_091210.1	LBRM2903_090018500	91.2	285	22
LdBPK_120480.1	LBRM2903_120011100	91.2	137	12
LdBPK_131620.1	LBRM2903_130020200	91.2	353	31
LdBPK_161610.1	LBRM2903_160023800	91.2	113	10
LdBPK_161700.1	LBRM2903_160024600	91.2	636	55
LdBPK_190200.1	LBRM2903_190009800	91.2	318	24
LdBPK_210750.1	LBRM2903_210012100	91.2	148	13
LdBPK_231910.1	LBRM2903_230028300	91.2	775	68
LdBPK_240870.1	LBRM2903_240014600	91.2	251	22
LdBPK_241560.1	LBRM2903_240019300	91.2	170	15
LdBPK_270580.1	LBRM2903_270013800	91.2	329	29
LdBPK_271230.1	LBRM2903_270020100	91.2	692	61
LdBPK_271350.1	LBRM2903_270021400	91.2	215	19
LdBPK_301030.1	LBRM2903_300016500	91.2	204	18
LdBPK_321260.1	LBRM2903_320018800	91.2	274	24
LdBPK_330930.1	LBRM2903_330015500	91.2	114	10
LdBPK_331780.1	LBRM2903_330025700	91.2	795	70
LdBPK_360870.1	LBRM2903_350014900	91.2	397	35
LdBPK_030190.1	LBRM2903_030007000	91.1	560	50
LdBPK_180060.1	LBRM2903_180005700	91.1	157	14
LdBPK_180830.1	LBRM2903_180014600	91.1	942	84
LdBPK_190150.1	LBRM2903_190009300	91.1	380	34
LdBPK_191090.1	LBRM2903_190018700	91.1	213	19
LdBPK_210900.1	LBRM2903_210014100	91.1	971	84
LdBPK_221390.1	LBRM2903_220021200	91.1	962	86
LdBPK_241780.1	LBRM2903_240025400	91.1	192	17
LdBPK_252110.1	LBRM2903_250029300	91.1	371	27
LdBPK_291650.1	LBRM2903_290023300	91.1	192	17
LdBPK_303000.1	LBRM2903_300036200	91.1	361	32
LdBPK_323040.1	LBRM2903_320039300	91.1	291	26
LdBPK_331880.1	LBRM2903_330026800	91.1	1632	139
LdBPK_343220.1	LBRM2903_200043800	91.1	637	55
LdBPK_344180.1	LBRM2903_200054500	91.1	358	32
LdBPK_352080.1	LBRM2903_340026800	91.1	571	51
LdBPK_352380.1	LBRM2903_340030300	91.1	919	82
LdBPK_352470.1	LBRM2903_340031200	91.1	418	36
LdBPK_355390.1	LBRM2903_340060600	91.1	168	15
LdBPK_361390.1	LBRM2903_350020500	91.1	706	63
LdBPK_367350.1	LBRM2903_350087200	91.1	124	11
